"U:0","U:1","U:2","k","nut","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0915,-2.5688e-20,4.1174e-19,1.8851e-05,1.8139e-05,0.67727,1,12.444,12.444,0,0
1.0918,-2.5695e-20,4.1186e-19,1.9592e-05,1.8926e-05,0.67694,1,12.495,12.495,0,0
1.0921,-2.5702e-20,4.1197e-19,2.0333e-05,1.9712e-05,0.6766,1,12.546,12.546,0,0
1.0924,-2.5709e-20,4.1209e-19,2.1074e-05,2.0498e-05,0.67626,1,12.597,12.597,0,0
1.0927,-2.5717e-20,4.122e-19,2.1881e-05,2.1373e-05,0.67593,1,12.648,12.648,0,0
1.093,-2.5724e-20,4.1231e-19,2.2693e-05,2.2254e-05,0.67559,1,12.699,12.699,0,0
1.0933,-2.5731e-20,4.1243e-19,2.3505e-05,2.3135e-05,0.67526,1,12.75,12.75,0,0
1.0936,-2.5738e-20,4.1254e-19,2.4319e-05,2.4018e-05,0.67493,1,12.801,12.801,0,0
1.0939,-2.5745e-20,4.1265e-19,2.5251e-05,2.5041e-05,0.6746,1,12.852,12.852,0,0
1.0942,-2.5752e-20,4.1277e-19,2.6182e-05,2.6064e-05,0.67427,1,12.903,12.903,0,0
1.0945,-2.5759e-20,4.1288e-19,2.7114e-05,2.7087e-05,0.67393,1,12.954,12.954,0,0
1.0948,-2.5766e-20,4.1299e-19,2.8046e-05,2.8114e-05,0.6736,1,13.005,13.005,0,0
1.0951,-2.5773e-20,4.131e-19,2.8986e-05,2.9177e-05,0.67328,1,13.056,13.056,0,0
1.0954,-2.578e-20,4.1322e-19,2.9927e-05,3.0239e-05,0.67295,1,13.107,13.107,0,0
1.0957,-2.5787e-20,4.1333e-19,3.0867e-05,3.1302e-05,0.67262,1,13.158,13.158,0,0
1.096,-2.5794e-20,4.1344e-19,3.1817e-05,3.2379e-05,0.6723,1,13.209,13.209,0,0
1.0963,-2.5801e-20,4.1355e-19,3.2808e-05,3.3523e-05,0.67197,1,13.26,13.26,0,0
1.0966,-2.5808e-20,4.1366e-19,3.38e-05,3.4667e-05,0.67165,1,13.311,13.311,0,0
1.0969,-2.5815e-20,4.1377e-19,3.4792e-05,3.5811e-05,0.67132,1,13.362,13.362,0,0
1.0971,-2.5821e-20,4.1388e-19,3.5778e-05,3.6958e-05,0.671,1,13.413,13.413,0,0
1.0974,-2.5828e-20,4.1399e-19,3.6749e-05,3.8113e-05,0.67068,1,13.464,13.464,0,0
1.0977,-2.5835e-20,4.141e-19,3.7721e-05,3.9268e-05,0.67035,1,13.515,13.515,0,0
1.098,-2.5842e-20,4.1421e-19,3.8692e-05,4.0424e-05,0.67003,1,13.566,13.566,0,0
1.0983,-2.5849e-20,4.1432e-19,3.9653e-05,4.1579e-05,0.66971,1,13.617,13.617,0,0
1.0986,-2.5855e-20,4.1443e-19,4.0595e-05,4.2733e-05,0.66939,1,13.668,13.668,0,0
1.0989,-2.5862e-20,4.1454e-19,4.1537e-05,4.3888e-05,0.66906,1,13.719,13.719,0,0
1.0992,-2.5869e-20,4.1464e-19,4.2479e-05,4.5043e-05,0.66874,1,13.77,13.77,0,0
1.0994,-2.5876e-20,4.1475e-19,4.3429e-05,4.622e-05,0.66842,1,13.821,13.821,0,0
1.0997,-2.5882e-20,4.1486e-19,4.4391e-05,4.7428e-05,0.66809,1,13.872,13.872,0,0
1.1,-2.5889e-20,4.1497e-19,4.5353e-05,4.8636e-05,0.66776,1,13.923,13.923,0,0
1.1003,-2.5896e-20,4.1507e-19,4.6315e-05,4.9844e-05,0.66743,1,13.974,13.974,0,0
1.1006,-2.5903e-20,4.1518e-19,4.7271e-05,5.1061e-05,0.66711,1,14.025,14.025,0,0
1.1009,-2.5909e-20,4.1529e-19,4.8221e-05,5.2286e-05,0.66679,1,14.076,14.076,0,0
1.1012,-2.5916e-20,4.154e-19,4.917e-05,5.3511e-05,0.66647,1,14.127,14.127,0,0
1.1015,-2.5923e-20,4.1551e-19,5.012e-05,5.4736e-05,0.66615,1,14.178,14.178,0,0
1.1017,-2.5929e-20,4.1561e-19,5.1117e-05,5.6032e-05,0.66586,1,14.229,14.229,0,0
1.102,-2.5936e-20,4.1572e-19,5.2149e-05,5.7382e-05,0.66561,1,14.28,14.28,0,0
1.1023,-2.5943e-20,4.1583e-19,5.3182e-05,5.8732e-05,0.66536,1,14.331,14.331,0,0
1.1026,-2.5949e-20,4.1593e-19,5.4214e-05,6.0081e-05,0.66511,1,14.382,14.382,0,0
1.1028,-2.5956e-20,4.1603e-19,5.5363e-05,6.1585e-05,0.66487,1,14.433,14.433,0,0
1.1031,-2.5962e-20,4.1613e-19,5.6577e-05,6.3171e-05,0.66462,1,14.484,14.484,0,0
1.1034,-2.5968e-20,4.1623e-19,5.779e-05,6.4758e-05,0.66438,1,14.535,14.535,0,0
1.1036,-2.5974e-20,4.1633e-19,5.9004e-05,6.6345e-05,0.66413,1,14.586,14.586,0,0
1.1039,-2.598e-20,4.1643e-19,6.0309e-05,6.8066e-05,0.66377,1,14.637,14.637,0,0
1.1042,-2.5986e-20,4.1653e-19,6.1649e-05,6.9838e-05,0.66337,1,14.688,14.688,0,0
1.1044,-2.5993e-20,4.1663e-19,6.299e-05,7.161e-05,0.66296,1,14.739,14.739,0,0
1.1047,-2.5999e-20,4.1673e-19,6.433e-05,7.3383e-05,0.66256,1,14.79,14.79,0,0
1.105,-2.6006e-20,4.1684e-19,6.5973e-05,7.5543e-05,0.66208,1,14.841,14.841,0,0
1.1053,-2.6013e-20,4.1695e-19,6.769e-05,7.7798e-05,0.66158,1,14.892,14.892,0,0
1.1056,-2.602e-20,4.1707e-19,6.9407e-05,8.0052e-05,0.66108,1,14.943,14.943,0,0
1.1059,-2.6027e-20,4.1718e-19,7.1123e-05,8.2307e-05,0.66059,1,14.994,14.994,0,0
1.1062,-2.6034e-20,4.1729e-19,7.3042e-05,8.4847e-05,0.66022,1,15.045,15.045,0,0
1.1065,-2.6041e-20,4.1741e-19,7.4987e-05,8.7426e-05,0.65986,1,15.096,15.096,0,0
1.1068,-2.6048e-20,4.1752e-19,7.6932e-05,9.0004e-05,0.65951,1,15.147,15.147,0,0
1.1071,-2.6055e-20,4.1763e-19,7.8877e-05,9.2582e-05,0.65916,1,15.198,15.198,0,0
1.1073,-2.6062e-20,4.1773e-19,8.1155e-05,9.5622e-05,0.65902,1,15.249,15.249,0,0
1.1076,-2.6068e-20,4.1783e-19,8.3446e-05,9.868e-05,0.65889,1,15.3,15.3,0,0
1.1079,-2.6074e-20,4.1793e-19,8.5738e-05,0.00010174,0.65875,1,15.351,15.351,0,0
1.1081,-2.608e-20,4.1802e-19,8.8041e-05,0.00010481,0.65862,1,15.402,15.402,0,0
1.1084,-2.6085e-20,4.1811e-19,9.0618e-05,0.00010829,0.65857,1,15.453,15.453,0,0
1.1086,-2.6091e-20,4.182e-19,9.3195e-05,0.00011178,0.65851,1,15.504,15.504,0,0
1.1088,-2.6096e-20,4.1829e-19,9.5773e-05,0.00011526,0.65845,1,15.555,15.555,0,0
1.109,-2.6102e-20,4.1837e-19,9.8386e-05,0.0001188,0.65838,1,15.606,15.606,0,0
1.1093,-2.6107e-20,4.1846e-19,0.00010127,0.00012274,0.65822,1,15.657,15.657,0,0
1.1095,-2.6113e-20,4.1855e-19,0.00010415,0.00012668,0.65807,1,15.708,15.708,0,0
1.1097,-2.6118e-20,4.1864e-19,0.00010704,0.00013062,0.65791,1,15.759,15.759,0,0
1.11,-2.6124e-20,4.1873e-19,0.00010998,0.00013465,0.65771,1,15.81,15.81,0,0
1.1102,-2.613e-20,4.1882e-19,0.00011317,0.00013907,0.65737,1,15.861,15.861,0,0
1.1105,-2.6136e-20,4.1892e-19,0.00011635,0.00014349,0.65703,1,15.912,15.912,0,0
1.1108,-2.6142e-20,4.1902e-19,0.00011954,0.00014792,0.65669,1,15.963,15.963,0,0
1.111,-2.6148e-20,4.1912e-19,0.00012276,0.00015241,0.65632,1,16.014,16.014,0,0
1.1113,-2.6154e-20,4.1922e-19,0.00012608,0.0001571,0.65584,1,16.065,16.065,0,0
1.1116,-2.6161e-20,4.1933e-19,0.00012941,0.0001618,0.65537,1,16.116,16.116,0,0
1.1119,-2.6168e-20,4.1943e-19,0.00013273,0.00016649,0.65489,1,16.167,16.167,0,0
1.1121,-2.6174e-20,4.1954e-19,0.0001362,0.00017141,0.65441,1,16.218,16.218,0,0
1.1124,-2.6181e-20,4.1964e-19,0.00013995,0.00017677,0.65391,1,16.269,16.269,0,0
1.1127,-2.6188e-20,4.1975e-19,0.00014369,0.00018212,0.65341,1,16.32,16.32,0,0
1.113,-2.6194e-20,4.1986e-19,0.00014743,0.00018747,0.65292,1,16.371,16.371,0,0
1.1133,-2.6201e-20,4.1996e-19,0.00015137,0.00019312,0.65245,1,16.422,16.422,0,0
1.1135,-2.6207e-20,4.2007e-19,0.00015555,0.00019916,0.65203,1,16.473,16.473,0,0
1.1138,-2.6214e-20,4.2017e-19,0.00015974,0.0002052,0.65161,1,16.524,16.524,0,0
1.1141,-2.622e-20,4.2028e-19,0.00016393,0.00021124,0.65119,1,16.575,16.575,0,0
1.1144,-2.6227e-20,4.2038e-19,0.00016847,0.00021781,0.65083,1,16.626,16.626,0,0
1.1146,-2.6233e-20,4.2047e-19,0.00017334,0.0002249,0.65052,1,16.677,16.677,0,0
1.1149,-2.6239e-20,4.2057e-19,0.00017822,0.00023199,0.65022,1,16.728,16.728,0,0
1.1151,-2.6245e-20,4.2067e-19,0.00018309,0.00023908,0.64992,1,16.779,16.779,0,0
1.1154,-2.625e-20,4.2076e-19,0.00018801,0.00024632,0.64969,1,16.83,16.83,0,0
1.1156,-2.6256e-20,4.2084e-19,0.00019296,0.00025365,0.6495,1,16.881,16.881,0,0
1.1158,-2.6261e-20,4.2093e-19,0.00019791,0.00026099,0.64931,1,16.932,16.932,0,0
1.1161,-2.6267e-20,4.2102e-19,0.00020286,0.00026833,0.64912,1,16.983,16.983,0,0
1.1163,-2.6272e-20,4.211e-19,0.00020736,0.00027516,0.64899,1,17.034,17.034,0,0
1.1165,-2.6277e-20,4.2118e-19,0.00021163,0.00028174,0.64888,1,17.085,17.085,0,0
1.1167,-2.6281e-20,4.2126e-19,0.0002159,0.00028832,0.64877,1,17.136,17.136,0,0
1.1169,-2.6286e-20,4.2133e-19,0.00022018,0.0002949,0.64866,1,17.187,17.187,0,0
1.1171,-2.6291e-20,4.214e-19,0.00022295,0.00029955,0.64857,1,17.238,17.238,0,0
1.1173,-2.6295e-20,4.2147e-19,0.00022522,0.00030353,0.6485,1,17.289,17.289,0,0
1.1174,-2.6299e-20,4.2154e-19,0.00022748,0.0003075,0.64842,1,17.34,17.34,0,0
1.1176,-2.6303e-20,4.2161e-19,0.00022974,0.00031148,0.64834,1,17.391,17.391,0,0
1.1178,-2.6307e-20,4.2167e-19,0.00023023,0.00031306,0.64826,1,17.442,17.442,0,0
1.1179,-2.6311e-20,4.2172e-19,0.00023034,0.00031412,0.64818,1,17.493,17.493,0,0
1.1181,-2.6314e-20,4.2178e-19,0.00023045,0.00031518,0.6481,1,17.544,17.544,0,0
1.1182,-2.6318e-20,4.2183e-19,0.00023056,0.00031624,0.64803,1,17.595,17.595,0,0
1.1183,-2.632e-20,4.2188e-19,0.00023089,0.00031759,0.64794,1,17.646,17.646,0,0
1.1184,-2.6323e-20,4.2191e-19,0.00023123,0.00031898,0.64786,1,17.697,17.697,0,0
1.1185,-2.6325e-20,4.2195e-19,0.00023158,0.00032036,0.64777,1,17.748,17.748,0,0
1.1186,-2.6328e-20,4.2199e-19,0.00023193,0.00032175,0.64769,1,17.799,17.799,0,0
1.1187,-2.6329e-20,4.2202e-19,0.00023276,0.00032375,0.64762,1,17.85,17.85,0,0
1.1188,-2.633e-20,4.2204e-19,0.0002336,0.00032576,0.64754,1,17.901,17.901,0,0
1.1188,-2.6331e-20,4.2206e-19,0.00023443,0.00032777,0.64747,1,17.952,17.952,0,0
1.1189,-2.6333e-20,4.2207e-19,0.00023525,0.00032974,0.64739,1,18.003,18.003,0,0
1.1189,-2.6333e-20,4.2208e-19,0.00023565,0.00033114,0.64734,1,18.054,18.054,0,0
1.1189,-2.6333e-20,4.2208e-19,0.00023606,0.00033253,0.64729,1,18.105,18.105,0,0
1.1189,-2.6333e-20,4.2208e-19,0.00023647,0.00033393,0.64723,1,18.156,18.156,0,0
1.1189,-2.6333e-20,4.2208e-19,0.00023709,0.00033563,0.64718,1,18.207,18.207,0,0
1.1188,-2.6332e-20,4.2207e-19,0.00023904,0.00033921,0.64714,1,18.258,18.258,0,0
1.1188,-2.6331e-20,4.2206e-19,0.00024099,0.0003428,0.64709,1,18.309,18.309,0,0
1.1188,-2.6331e-20,4.2205e-19,0.00024294,0.00034638,0.64705,1,18.36,18.36,0,0
1.1188,-2.633e-20,4.2204e-19,0.00024506,0.0003502,0.647,1,18.411,18.411,0,0
1.1188,-2.633e-20,4.2204e-19,0.00024776,0.00035487,0.64694,1,18.462,18.462,0,0
1.1188,-2.633e-20,4.2204e-19,0.00025046,0.00035954,0.64687,1,18.513,18.513,0,0
1.1188,-2.633e-20,4.2204e-19,0.00025316,0.0003642,0.64681,1,18.564,18.564,0,0
1.1188,-2.6331e-20,4.2204e-19,0.0002559,0.00036894,0.64673,1,18.615,18.615,0,0
1.1188,-2.6332e-20,4.2206e-19,0.00025872,0.00037385,0.64662,1,18.666,18.666,0,0
1.1189,-2.6333e-20,4.2208e-19,0.00026155,0.00037875,0.64651,1,18.717,18.717,0,0
1.1189,-2.6334e-20,4.221e-19,0.00026438,0.00038365,0.64639,1,18.768,18.768,0,0
1.119,-2.6336e-20,4.2213e-19,0.00026701,0.00038828,0.64627,1,18.819,18.819,0,0
1.1191,-2.6338e-20,4.2217e-19,0.00026932,0.00039245,0.64613,1,18.87,18.87,0,0
1.1192,-2.6341e-20,4.2221e-19,0.00027162,0.00039661,0.64598,1,18.921,18.921,0,0
1.1193,-2.6343e-20,4.2225e-19,0.00027393,0.00040077,0.64584,1,18.972,18.972,0,0
1.1194,-2.6346e-20,4.2229e-19,0.00027622,0.00040495,0.6457,1,19.023,19.023,0,0
1.1196,-2.6349e-20,4.2234e-19,0.00027849,0.00040914,0.64555,1,19.074,19.074,0,0
1.1197,-2.6353e-20,4.2239e-19,0.00028076,0.00041334,0.6454,1,19.125,19.125,0,0
1.1198,-2.6356e-20,4.2245e-19,0.00028303,0.00041753,0.64526,1,19.176,19.176,0,0
1.12,-2.6359e-20,4.225e-19,0.00028699,0.00042426,0.64512,1,19.227,19.227,0,0
1.1201,-2.6362e-20,4.2255e-19,0.00029246,0.00043325,0.64498,1,19.278,19.278,0,0
1.1203,-2.6365e-20,4.226e-19,0.00029792,0.00044224,0.64484,1,19.329,19.329,0,0
1.1204,-2.6368e-20,4.2265e-19,0.00030338,0.00045123,0.6447,1,19.38,19.38,0,0
1.1205,-2.6371e-20,4.227e-19,0.00031274,0.00046617,0.64457,1,19.431,19.431,0,0
1.1206,-2.6374e-20,4.2274e-19,0.00032461,0.00048494,0.64446,1,19.482,19.482,0,0
1.1208,-2.6377e-20,4.2279e-19,0.00033649,0.00050372,0.64434,1,19.533,19.533,0,0
1.1209,-2.638e-20,4.2283e-19,0.00034836,0.00052249,0.64423,1,19.584,19.584,0,0
1.121,-2.6382e-20,4.2287e-19,0.00036637,0.00055073,0.64416,1,19.635,19.635,0,0
1.121,-2.6384e-20,4.229e-19,0.00038719,0.0005833,0.64411,1,19.686,19.686,0,0
1.1211,-2.6386e-20,4.2293e-19,0.00040801,0.00061586,0.64407,1,19.737,19.737,0,0
1.1212,-2.6388e-20,4.2296e-19,0.00042882,0.00064843,0.64402,1,19.788,19.788,0,0
1.1212,-2.6388e-20,4.2297e-19,0.00045595,0.00069108,0.64404,1,19.839,19.839,0,0
1.1212,-2.6389e-20,4.2298e-19,0.00048503,0.00073683,0.64408,1,19.89,19.89,0,0
1.1213,-2.6389e-20,4.2298e-19,0.0005141,0.00078258,0.64412,1,19.941,19.941,0,0
1.1213,-2.6389e-20,4.2299e-19,0.00054318,0.00082833,0.64417,1,19.992,19.992,0,0
1.1212,-2.6388e-20,4.2297e-19,0.00057895,0.00088481,0.64427,1,20.043,20.043,0,0
1.1212,-2.6387e-20,4.2295e-19,0.00061596,0.00094328,0.64439,1,20.094,20.094,0,0
1.1211,-2.6386e-20,4.2292e-19,0.00065298,0.0010018,0.64451,1,20.145,20.145,0,0
1.1211,-2.6384e-20,4.229e-19,0.00068999,0.0010602,0.64463,1,20.196,20.196,0,0
1.1209,-2.6381e-20,4.2286e-19,0.0007325,0.0011277,0.6448,1,20.247,20.247,0,0
1.1208,-2.6378e-20,4.2281e-19,0.00077546,0.0011959,0.64497,1,20.298,20.298,0,0
1.1207,-2.6375e-20,4.2276e-19,0.00081843,0.0012641,0.64514,1,20.349,20.349,0,0
1.1205,-2.6372e-20,4.2271e-19,0.0008614,0.0013323,0.64531,1,20.4,20.4,0,0
1.1203,-2.6367e-20,4.2263e-19,0.00090768,0.0014067,0.64555,1,20.451,20.451,0,0
1.1201,-2.6362e-20,4.2255e-19,0.00095396,0.001481,0.64578,1,20.502,20.502,0,0
1.1199,-2.6358e-20,4.2248e-19,0.0010002,0.0015554,0.64602,1,20.553,20.553,0,0
1.1197,-2.6353e-20,4.224e-19,0.0010467,0.0016302,0.64626,1,20.604,20.604,0,0
1.1194,-2.6346e-20,4.2229e-19,0.0010953,0.0017108,0.64658,1,20.655,20.655,0,0
1.1192,-2.6339e-20,4.2219e-19,0.001144,0.0017915,0.6469,1,20.706,20.706,0,0
1.1189,-2.6333e-20,4.2208e-19,0.0011926,0.0018721,0.64722,1,20.757,20.757,0,0
1.1186,-2.6326e-20,4.2197e-19,0.0012415,0.001953,0.64755,1,20.808,20.808,0,0
1.1182,-2.6317e-20,4.2183e-19,0.0012914,0.0020358,0.64797,1,20.859,20.859,0,0
1.1178,-2.6309e-20,4.2169e-19,0.0013412,0.0021186,0.64839,1,20.91,20.91,0,0
1.1175,-2.63e-20,4.2155e-19,0.0013911,0.0022013,0.64881,1,20.961,20.961,0,0
1.1171,-2.6291e-20,4.2141e-19,0.0014414,0.0022839,0.64925,1,21.012,21.012,0,0
1.1166,-2.628e-20,4.2124e-19,0.001493,0.0023659,0.64976,1,21.063,21.063,0,0
1.1162,-2.627e-20,4.2107e-19,0.0015446,0.0024478,0.65027,1,21.114,21.114,0,0
1.1157,-2.6259e-20,4.209e-19,0.0015963,0.0025298,0.65079,1,21.165,21.165,0,0
1.1153,-2.6248e-20,4.2072e-19,0.0016487,0.0026118,0.65133,1,21.216,21.216,0,0
1.1147,-2.6235e-20,4.2051e-19,0.0017031,0.0026938,0.65193,1,21.267,21.267,0,0
1.1142,-2.6223e-20,4.2031e-19,0.0017574,0.0027758,0.65253,1,21.318,21.318,0,0
1.1136,-2.621e-20,4.2011e-19,0.0018117,0.0028578,0.65313,1,21.369,21.369,0,0
1.1131,-2.6196e-20,4.1989e-19,0.0018674,0.00294,0.65377,1,21.42,21.42,0,0
1.1125,-2.6182e-20,4.1966e-19,0.0019253,0.0030225,0.65446,1,21.471,21.471,0,0
1.1118,-2.6167e-20,4.1942e-19,0.0019831,0.003105,0.65515,1,21.522,21.522,0,0
1.1112,-2.6152e-20,4.1919e-19,0.0020409,0.0031874,0.65584,1,21.573,21.573,0,0
1.1105,-2.6137e-20,4.1894e-19,0.0021008,0.0032705,0.65658,1,21.624,21.624,0,0
1.1098,-2.612e-20,4.1867e-19,0.002163,0.0033544,0.65737,1,21.675,21.675,0,0
1.1091,-2.6104e-20,4.1841e-19,0.0022252,0.0034382,0.65817,1,21.726,21.726,0,0
1.1084,-2.6087e-20,4.1814e-19,0.0022874,0.003522,0.65896,1,21.777,21.777,0,0
1.1077,-2.607e-20,4.1786e-19,0.0023523,0.0036068,0.6598,1,21.828,21.828,0,0
1.1069,-2.6051e-20,4.1757e-19,0.0024195,0.0036925,0.66069,1,21.879,21.879,0,0
1.1061,-2.6033e-20,4.1727e-19,0.0024867,0.0037781,0.66158,1,21.93,21.93,0,0
1.1053,-2.6015e-20,4.1698e-19,0.0025539,0.0038638,0.66247,1,21.981,21.981,0,0
1.1045,-2.5995e-20,4.1667e-19,0.0026242,0.0039504,0.66341,1,22.032,22.032,0,0
1.1037,-2.5975e-20,4.1635e-19,0.0026963,0.0040377,0.66438,1,22.083,22.083,0,0
1.1028,-2.5955e-20,4.1603e-19,0.0027685,0.0041249,0.66535,1,22.134,22.134,0,0
1.102,-2.5935e-20,4.1571e-19,0.0028407,0.0042122,0.66632,1,22.185,22.185,0,0
1.1011,-2.5915e-20,4.1538e-19,0.0029167,0.0043006,0.66733,1,22.236,22.236,0,0
1.1002,-2.5893e-20,4.1504e-19,0.0029944,0.0043895,0.66835,1,22.287,22.287,0,0
1.0993,-2.5872e-20,4.147e-19,0.0030721,0.0044784,0.66938,1,22.338,22.338,0,0
1.0984,-2.5851e-20,4.1436e-19,0.0031497,0.0045673,0.6704,1,22.389,22.389,0,0
1.0975,-2.5829e-20,4.1401e-19,0.0032319,0.0046572,0.67145,1,22.44,22.44,0,0
1.0965,-2.5807e-20,4.1365e-19,0.0033152,0.0047473,0.67251,1,22.491,22.491,0,0
1.0956,-2.5785e-20,4.133e-19,0.0033986,0.0048374,0.67356,1,22.542,22.542,0,0
1.0946,-2.5763e-20,4.1294e-19,0.0034819,0.0049276,0.67462,1,22.593,22.593,0,0
1.0937,-2.574e-20,4.1258e-19,0.0035707,0.0050182,0.67568,1,22.644,22.644,0,0
1.0927,-2.5717e-20,4.1221e-19,0.0036602,0.0051089,0.67675,1,22.695,22.695,0,0
1.0917,-2.5694e-20,4.1184e-19,0.0037498,0.0051996,0.67782,1,22.746,22.746,0,0
1.0908,-2.5671e-20,4.1148e-19,0.0038394,0.0052903,0.67889,1,22.797,22.797,0,0
1.0898,-2.5648e-20,4.111e-19,0.0039353,0.0053805,0.67996,1,22.848,22.848,0,0
1.0888,-2.5625e-20,4.1073e-19,0.0040316,0.0054706,0.68103,1,22.899,22.899,0,0
1.0878,-2.5601e-20,4.1035e-19,0.0041279,0.0055608,0.6821,1,22.95,22.95,0,0
1.0868,-2.5578e-20,4.0997e-19,0.0042243,0.0056509,0.68317,1,23.001,23.001,0,0
1.0858,-2.5554e-20,4.0959e-19,0.0043281,0.0057394,0.68424,1,23.052,23.052,0,0
1.0847,-2.553e-20,4.0921e-19,0.0044319,0.005828,0.68531,1,23.103,23.103,0,0
1.0837,-2.5506e-20,4.0882e-19,0.0045357,0.0059165,0.68638,1,23.154,23.154,0,0
1.0827,-2.5482e-20,4.0843e-19,0.0046404,0.0060049,0.68745,1,23.205,23.205,0,0
1.0817,-2.5457e-20,4.0804e-19,0.0047533,0.0060917,0.68853,1,23.256,23.256,0,0
1.0806,-2.5432e-20,4.0765e-19,0.0048662,0.0061785,0.6896,1,23.307,23.307,0,0
1.0796,-2.5408e-20,4.0725e-19,0.0049791,0.0062653,0.69068,1,23.358,23.358,0,0
1.0785,-2.5383e-20,4.0685e-19,0.0050939,0.0063519,0.69176,1,23.409,23.409,0,0
1.0774,-2.5357e-20,4.0645e-19,0.0052179,0.0064378,0.69285,1,23.46,23.46,0,0
1.0763,-2.5332e-20,4.0604e-19,0.0053419,0.0065236,0.69394,1,23.511,23.511,0,0
1.0753,-2.5307e-20,4.0563e-19,0.0054659,0.0066094,0.69503,1,23.562,23.562,0,0
1.0742,-2.5281e-20,4.0522e-19,0.0055938,0.0066959,0.69613,1,23.613,23.613,0,0
1.073,-2.5254e-20,4.0479e-19,0.005733,0.0067842,0.69724,1,23.664,23.664,0,0
1.0719,-2.5228e-20,4.0436e-19,0.0058722,0.0068726,0.69834,1,23.715,23.715,0,0
1.0708,-2.5201e-20,4.0394e-19,0.0060114,0.0069609,0.69945,1,23.766,23.766,0,0
1.0696,-2.5174e-20,4.035e-19,0.0061572,0.0070515,0.70056,1,23.817,23.817,0,0
1.0684,-2.5146e-20,4.0306e-19,0.0063162,0.0071464,0.70169,1,23.868,23.868,0,0
1.0673,-2.5118e-20,4.0261e-19,0.0064752,0.0072414,0.70281,1,23.919,23.919,0,0
1.0661,-2.509e-20,4.0216e-19,0.0066341,0.0073363,0.70393,1,23.97,23.97,0,0
1.0648,-2.5061e-20,4.017e-19,0.0068041,0.0074367,0.70505,1,24.021,24.021,0,0
1.0636,-2.5031e-20,4.0122e-19,0.0069897,0.0075449,0.70619,1,24.072,24.072,0,0
1.0623,-2.5002e-20,4.0074e-19,0.0071754,0.0076531,0.70732,1,24.123,24.123,0,0
1.061,-2.4972e-20,4.0026e-19,0.007361,0.0077613,0.70845,1,24.174,24.174,0,0
1.0597,-2.4941e-20,3.9977e-19,0.007563,0.0078789,0.70958,1,24.225,24.225,0,0
1.0584,-2.4909e-20,3.9926e-19,0.0077822,0.0080063,0.71072,1,24.276,24.276,0,0
1.057,-2.4877e-20,3.9875e-19,0.0080013,0.0081337,0.71186,1,24.327,24.327,0,0
1.0557,-2.4845e-20,3.9824e-19,0.0082204,0.0082612,0.71299,1,24.378,24.378,0,0
1.0543,-2.4812e-20,3.977e-19,0.0084623,0.0084023,0.71413,1,24.429,24.429,0,0
1.0528,-2.4778e-20,3.9715e-19,0.0087215,0.0085538,0.71527,1,24.48,24.48,0,0
1.0513,-2.4743e-20,3.966e-19,0.0089807,0.0087053,0.71641,1,24.531,24.531,0,0
1.0499,-2.4709e-20,3.9605e-19,0.0092399,0.0088568,0.71755,1,24.582,24.582,0,0
1.0483,-2.4672e-20,3.9546e-19,0.0095285,0.0090263,0.71868,1,24.633,24.633,0,0
1.0467,-2.4635e-20,3.9486e-19,0.0098331,0.0092057,0.71982,1,24.684,24.684,0,0
1.0451,-2.4597e-20,3.9426e-19,0.010138,0.0093851,0.72096,1,24.735,24.735,0,0
1.0435,-2.456e-20,3.9366e-19,0.010442,0.0095645,0.72209,1,24.786,24.786,0,0
1.0418,-2.4519e-20,3.9301e-19,0.010782,0.0097656,0.72323,1,24.837,24.837,0,0
1.04,-2.4477e-20,3.9234e-19,0.011136,0.0099749,0.72437,1,24.888,24.888,0,0
1.0383,-2.4436e-20,3.9167e-19,0.011489,0.010184,0.7255,1,24.939,24.939,0,0
1.0365,-2.4394e-20,3.91e-19,0.011842,0.010394,0.72664,1,24.99,24.99,0,0
1.0346,-2.4349e-20,3.9027e-19,0.012234,0.010627,0.72777,1,25.041,25.041,0,0
1.0326,-2.4302e-20,3.8953e-19,0.012636,0.010867,0.7289,1,25.092,25.092,0,0
1.0306,-2.4256e-20,3.8878e-19,0.013038,0.011106,0.73004,1,25.143,25.143,0,0
1.0286,-2.4209e-20,3.8804e-19,0.01344,0.011346,0.73117,1,25.194,25.194,0,0
1.0264,-2.4157e-20,3.8721e-19,0.013882,0.011611,0.7323,1,25.245,25.245,0,0
1.0242,-2.4105e-20,3.8637e-19,0.01433,0.01188,0.73344,1,25.296,25.296,0,0
1.022,-2.4052e-20,3.8552e-19,0.014777,0.012149,0.73457,1,25.347,25.347,0,0
1.0197,-2.4e-20,3.8468e-19,0.015225,0.012418,0.7357,1,25.398,25.398,0,0
1.0172,-2.394e-20,3.8373e-19,0.015711,0.012713,0.73683,1,25.449,25.449,0,0
1.0147,-2.3881e-20,3.8277e-19,0.016199,0.013009,0.73796,1,25.5,25.5,0,0
1.0121,-2.3821e-20,3.8182e-19,0.016687,0.013305,0.73909,1,25.551,25.551,0,0
1.0096,-2.3761e-20,3.8086e-19,0.017176,0.013601,0.74021,1,25.602,25.602,0,0
1.0067,-2.3693e-20,3.7977e-19,0.017696,0.01392,0.74134,1,25.653,25.653,0,0
1.0038,-2.3625e-20,3.7868e-19,0.018216,0.01424,0.74247,1,25.704,25.704,0,0
