"U:0","U:1","U:2","k","nut","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1712,2.2602e-14,3.5626e-16,0.005661,0.006371,0.75965,1,32.86,32.86,0,0
1.171,2.2598e-14,3.5619e-16,0.0058296,0.0067146,0.75895,1,32.984,32.984,0,0
1.1707,2.2593e-14,3.561e-16,0.0060033,0.0069704,0.75825,1,33.108,33.108,0,0
1.1704,2.2587e-14,3.5601e-16,0.0060491,0.0070399,0.75753,1,33.232,33.232,0,0
1.17,2.258e-14,3.5591e-16,0.0061966,0.0071252,0.75682,1,33.356,33.356,0,0
1.1696,2.2573e-14,3.5579e-16,0.0062164,0.006811,0.75607,1,33.48,33.48,0,0
1.1692,2.2565e-14,3.5567e-16,0.0063683,0.0068796,0.75531,1,33.604,33.604,0,0
1.1688,2.2556e-14,3.5553e-16,0.0066185,0.0071231,0.75454,1,33.728,33.728,0,0
1.1683,2.2547e-14,3.5538e-16,0.0066795,0.0068674,0.75374,1,33.852,33.852,0,0
1.1677,2.2536e-14,3.5521e-16,0.0066703,0.0062955,0.75301,1,33.976,33.976,0,0
1.1671,2.2524e-14,3.5502e-16,0.0067046,0.006042,0.75256,1,34.1,34.1,0,0
1.1664,2.251e-14,3.548e-16,0.006689,0.0059491,0.75214,1,34.224,34.224,0,0
1.1656,2.2495e-14,3.5456e-16,0.0067026,0.0060073,0.75188,1,34.348,34.348,0,0
1.1647,2.2478e-14,3.5429e-16,0.0067849,0.0062189,0.75178,1,34.472,34.472,0,0
1.1638,2.246e-14,3.5401e-16,0.0067461,0.0062011,0.75176,1,34.596,34.596,0,0
1.1629,2.2442e-14,3.5373e-16,0.0067671,0.0063357,0.75174,1,34.72,34.72,0,0
1.1619,2.2424e-14,3.5344e-16,0.0068206,0.0064914,0.75168,1,34.844,34.844,0,0
1.161,2.2405e-14,3.5315e-16,0.006854,0.0064844,0.75163,1,34.968,34.968,0,0
1.16,2.2386e-14,3.5285e-16,0.0069257,0.0066064,0.75165,1,35.092,35.092,0,0
1.159,2.2367e-14,3.5255e-16,0.0069155,0.006578,0.75171,1,35.216,35.216,0,0
1.158,2.2349e-14,3.5226e-16,0.0069425,0.0066935,0.75181,1,35.34,35.34,0,0
1.157,2.2329e-14,3.5195e-16,0.0069157,0.0066561,0.75194,1,35.464,35.464,0,0
1.156,2.231e-14,3.5164e-16,0.0068382,0.0065259,0.75212,1,35.588,35.588,0,0
1.1549,2.2289e-14,3.5132e-16,0.00679,0.0062923,0.7524,1,35.712,35.712,0,0
1.1537,2.2266e-14,3.5095e-16,0.006779,0.0061172,0.75283,1,35.836,35.836,0,0
1.1524,2.224e-14,3.5054e-16,0.0067516,0.0059112,0.75348,1,35.96,35.96,0,0
1.1508,2.2209e-14,3.5006e-16,0.0066742,0.0056147,0.75436,1,36.084,36.084,0,0
1.149,2.2175e-14,3.4951e-16,0.0066532,0.0054259,0.75547,1,36.208,36.208,0,0
1.1469,2.2134e-14,3.4888e-16,0.0066779,0.0053353,0.75687,1,36.332,36.332,0,0
1.1446,2.2089e-14,3.4817e-16,0.0067214,0.0052949,0.75853,1,36.456,36.456,0,0
1.142,2.204e-14,3.4739e-16,0.006776,0.0052883,0.76043,1,36.58,36.58,0,0
1.1392,2.1984e-14,3.4652e-16,0.0068394,0.0053066,0.76262,1,36.704,36.704,0,0
1.136,2.1924e-14,3.4557e-16,0.0069103,0.0053389,0.76508,1,36.828,36.828,0,0
1.1327,2.186e-14,3.4456e-16,0.0069899,0.00538,0.76777,1,36.952,36.952,0,0
1.1292,2.1792e-14,3.4348e-16,0.0070801,0.005428,0.77069,1,37.076,37.076,0,0
1.1255,2.172e-14,3.4235e-16,0.0071839,0.0054835,0.7738,1,37.2,37.2,0,0
1.1216,2.1646e-14,3.4118e-16,0.0073041,0.0055481,0.7771,1,37.324,37.324,0,0
1.1176,2.1568e-14,3.3995e-16,0.0074441,0.0056249,0.78056,1,37.448,37.448,0,0
1.1134,2.1487e-14,3.3868e-16,0.0076037,0.0057147,0.78414,1,37.572,37.572,0,0
1.1091,2.1405e-14,3.3738e-16,0.0077839,0.005819,0.78783,1,37.696,37.696,0,0
1.1047,2.132e-14,3.3604e-16,0.0079849,0.0059389,0.79161,1,37.82,37.82,0,0
1.1002,2.1232e-14,3.3466e-16,0.0082075,0.0060753,0.79547,1,37.944,37.944,0,0
1.0955,2.1142e-14,3.3324e-16,0.0084527,0.0062291,0.79938,1,38.068,38.068,0,0
1.0907,2.105e-14,3.3178e-16,0.0087222,0.0064021,0.80336,1,38.192,38.192,0,0
1.0858,2.0954e-14,3.3028e-16,0.0090189,0.0065955,0.80737,1,38.316,38.316,0,0
1.0807,2.0856e-14,3.2873e-16,0.0093472,0.006814,0.81142,1,38.44,38.44,0,0
1.0754,2.0754e-14,3.2712e-16,0.0097117,0.0070581,0.8155,1,38.564,38.564,0,0
1.0699,2.0648e-14,3.2545e-16,0.01012,0.0073361,0.8196,1,38.688,38.688,0,0
1.0641,2.0536e-14,3.2369e-16,0.010588,0.0076551,0.82373,1,38.812,38.812,0,0
1.0581,2.0419e-14,3.2185e-16,0.011121,0.008018,0.82787,1,38.936,38.936,0,0
1.0517,2.0296e-14,3.199e-16,0.011732,0.0084361,0.832,1,39.06,39.06,0,0
1.0449,2.0165e-14,3.1784e-16,0.01243,0.0089078,0.83613,1,39.184,39.184,0,0
1.0377,2.0026e-14,3.1565e-16,0.013226,0.0094416,0.84023,1,39.308,39.308,0,0
1.03,1.9878e-14,3.1331e-16,0.014131,0.010046,0.8443,1,39.432,39.432,0,0
1.0218,1.9719e-14,3.1081e-16,0.015152,0.01072,0.84834,1,39.556,39.556,0,0
1.0128,1.9545e-14,3.0807e-16,0.016332,0.01148,0.8523,1,39.68,39.68,0,0
1.0031,1.9358e-14,3.0512e-16,0.017644,0.012322,0.85619,1,39.804,39.804,0,0
0.99263,1.9157e-14,3.0194e-16,0.019081,0.013234,0.86001,1,39.928,39.928,0,0
0.98145,1.8941e-14,2.9854e-16,0.020634,0.014209,0.86374,1,40.052,40.052,0,0
0.96932,1.8707e-14,2.9485e-16,0.022313,0.015251,0.86739,1,40.176,40.176,0,0
0.95616,1.8453e-14,2.9085e-16,0.024092,0.016343,0.87094,1,40.3,40.3,0,0
0.94221,1.8183e-14,2.8661e-16,0.025928,0.017472,0.87441,1,40.424,40.424,0,0
0.92749,1.7899e-14,2.8213e-16,0.027808,0.018633,0.8778,1,40.548,40.548,0,0
0.91176,1.7596e-14,2.7734e-16,0.02972,0.019835,0.88105,1,40.672,40.672,0,0
0.89521,1.7276e-14,2.7231e-16,0.031626,0.02106,0.88416,1,40.796,40.796,0,0
0.87804,1.6945e-14,2.6709e-16,0.033512,0.022302,0.88715,1,40.92,40.92,0,0
0.86017,1.66e-14,2.6165e-16,0.035366,0.023564,0.88999,1,41.044,41.044,0,0
0.84145,1.6239e-14,2.5596e-16,0.037128,0.024835,0.89259,1,41.168,41.168,0,0
0.82226,1.5869e-14,2.5012e-16,0.03881,0.026095,0.89507,1,41.292,41.292,0,0
0.80257,1.5489e-14,2.4413e-16,0.040393,0.027341,0.8974,1,41.416,41.416,0,0
0.78231,1.5098e-14,2.3797e-16,0.041765,0.028536,0.89949,1,41.54,41.54,0,0
0.76188,1.4703e-14,2.3175e-16,0.043014,0.029702,0.90147,1,41.664,41.664,0,0
0.74126,1.4305e-14,2.2548e-16,0.044102,0.030828,0.9033,1,41.788,41.788,0,0
0.72068,1.3908e-14,2.1922e-16,0.044934,0.031839,0.90495,1,41.912,41.912,0,0
0.70017,1.3512e-14,2.1298e-16,0.045634,0.032773,0.90651,1,42.036,42.036,0,0
0.67988,1.3121e-14,2.0681e-16,0.046082,0.033539,0.90793,1,42.16,42.16,0,0
0.65987,1.2735e-14,2.0072e-16,0.046336,0.034181,0.90923,1,42.284,42.284,0,0
0.64003,1.2352e-14,1.9469e-16,0.046473,0.034749,0.91047,1,42.408,42.408,0,0
0.62087,1.1982e-14,1.8886e-16,0.046343,0.035188,0.91155,1,42.532,42.532,0,0
0.60202,1.1618e-14,1.8313e-16,0.046131,0.03558,0.91257,1,42.656,42.656,0,0
0.58382,1.1267e-14,1.7759e-16,0.045743,0.03587,0.91348,1,42.78,42.78,0,0
0.56633,1.093e-14,1.7227e-16,0.04521,0.03606,0.91432,1,42.904,42.904,0,0
0.54932,1.0601e-14,1.6709e-16,0.044579,0.036185,0.91511,1,43.028,43.028,0,0
0.53347,1.0295e-14,1.6227e-16,0.043769,0.036183,0.9158,1,43.152,43.152,0,0
0.51794,9.9955e-15,1.5755e-16,0.042912,0.036147,0.91647,1,43.276,43.276,0,0
0.50377,9.7221e-15,1.5324e-16,0.041879,0.035965,0.91706,1,43.4,43.4,0,0
0.49003,9.457e-15,1.4906e-16,0.040794,0.035732,0.91763,1,43.524,43.524,0,0
0.47741,9.2135e-15,1.4522e-16,0.03958,0.03537,0.91816,1,43.648,43.648,0,0
0.46548,8.9832e-15,1.4159e-16,0.038287,0.034916,0.91867,1,43.772,43.772,0,0
0.4544,8.7694e-15,1.3822e-16,0.036898,0.034346,0.91916,1,43.896,43.896,0,0
0.44417,8.572e-15,1.3511e-16,0.035414,0.03364,0.91965,1,44.02,44.02,0,0
0.43458,8.3868e-15,1.3219e-16,0.033858,0.032831,0.92012,1,44.144,44.144,0,0
0.42589,8.2191e-15,1.2955e-16,0.032204,0.031852,0.92059,1,44.268,44.268,0,0
0.41766,8.0604e-15,1.2705e-16,0.0305,0.030786,0.92106,1,44.392,44.392,0,0
0.41032,7.9186e-15,1.2481e-16,0.028719,0.029541,0.92153,1,44.516,44.516,0,0
0.40331,7.7835e-15,1.2268e-16,0.026907,0.028227,0.922,1,44.64,44.64,0,0
0.3971,7.6636e-15,1.2079e-16,0.025068,0.026771,0.92246,1,44.764,44.764,0,0
0.39117,7.5491e-15,1.1899e-16,0.023218,0.025265,0.92292,1,44.888,44.888,0,0
0.3859,7.4473e-15,1.1738e-16,0.021409,0.023692,0.92337,1,45.012,45.012,0,0
0.38088,7.3504e-15,1.1586e-16,0.019615,0.022095,0.92382,1,45.136,45.136,0,0
0.37637,7.2634e-15,1.1449e-16,0.017921,0.020519,0.92424,1,45.26,45.26,0,0
0.37211,7.1813e-15,1.1319e-16,0.016277,0.018954,0.92466,1,45.384,45.384,0,0
0.36822,7.1062e-15,1.1201e-16,0.014761,0.017474,0.92505,1,45.508,45.508,0,0
0.36459,7.0362e-15,1.109e-16,0.013339,0.016056,0.92542,1,45.632,45.632,0,0
0.3612,6.9707e-15,1.0987e-16,0.012032,0.014738,0.92576,1,45.756,45.756,0,0
0.35809,6.9106e-15,1.0892e-16,0.010867,0.013542,0.92608,1,45.88,45.88,0,0
0.35509,6.8527e-15,1.0801e-16,0.0097724,0.012416,0.92639,1,46.004,46.004,0,0
0.35238,6.8006e-15,1.0719e-16,0.008862,0.011471,0.92666,1,46.128,46.128,0,0
0.3497,6.7488e-15,1.0637e-16,0.0079662,0.010541,0.92693,1,46.252,46.252,0,0
0.34732,6.7029e-15,1.0565e-16,0.0072811,0.0098353,0.92715,1,46.376,46.376,0,0
0.34494,6.657e-15,1.0493e-16,0.0065959,0.0091296,0.92737,1,46.5,46.5,0,0
0.34277,6.615e-15,1.0427e-16,0.0060594,0.0085908,0.92755,1,46.624,46.624,0,0
0.34064,6.574e-15,1.0362e-16,0.0055572,0.0080905,0.92773,1,46.748,46.748,0,0
0.33862,6.5349e-15,1.03e-16,0.0051275,0.0076744,0.92788,1,46.872,46.872,0,0
0.33668,6.4976e-15,1.0241e-16,0.0047652,0.0073368,0.92802,1,46.996,46.996,0,0
0.33478,6.4608e-15,1.0183e-16,0.0044211,0.0070208,0.92815,1,47.12,47.12,0,0
0.333,6.4265e-15,1.0129e-16,0.0041598,0.006803,0.92825,1,47.244,47.244,0,0
0.33122,6.3921e-15,1.0075e-16,0.0038986,0.0065853,0.92836,1,47.368,47.368,0,0
0.32953,6.3596e-15,1.0024e-16,0.0036944,0.0064341,0.92844,1,47.492,47.492,0,0
0.32787,6.3275e-15,9.9734e-17,0.0035046,0.0062996,0.92851,1,47.616,47.616,0,0
0.32625,6.2962e-15,9.9241e-17,0.0033334,0.006185,0.92858,1,47.74,47.74,0,0
0.32469,6.2662e-15,9.8767e-17,0.0031933,0.0061037,0.92864,1,47.864,47.864,0,0
0.32313,6.2361e-15,9.8293e-17,0.0030532,0.0060224,0.92869,1,47.988,47.988,0,0
0.32168,6.208e-15,9.785e-17,0.0029439,0.0059688,0.92873,1,48.112,48.112,0,0
0.32024,6.1802e-15,9.7411e-17,0.0028379,0.0059182,0.92878,1,48.236,48.236,0,0
0.31881,6.1525e-15,9.6976e-17,0.0027362,0.0058708,0.92882,1,48.36,48.36,0,0
0.31743,6.1259e-15,9.6556e-17,0.0026506,0.0058353,0.92885,1,48.484,48.484,0,0
0.31604,6.0993e-15,9.6136e-17,0.002565,0.0057998,0.92888,1,48.608,48.608,0,0
0.3147,6.0734e-15,9.5728e-17,0.0024869,0.0057675,0.9289,1,48.732,48.732,0,0
0.31339,6.0481e-15,9.5329e-17,0.0024154,0.0057382,0.92892,1,48.856,48.856,0,0
0.31208,6.0228e-15,9.4931e-17,0.0023439,0.0057088,0.92894,1,48.98,48.98,0,0
0.31083,5.9986e-15,9.4549e-17,0.0022807,0.0056802,0.92895,1,49.104,49.104,0,0
0.30958,5.9746e-15,9.4171e-17,0.0022191,0.0056517,0.92896,1,49.228,49.228,0,0
0.30835,5.9508e-15,9.3796e-17,0.0021586,0.0056231,0.92897,1,49.352,49.352,0,0
0.30717,5.928e-15,9.3437e-17,0.0021044,0.0055933,0.92898,1,49.476,49.476,0,0
0.30599,5.9052e-15,9.3078e-17,0.0020501,0.0055636,0.92898,1,49.6,49.6,0,0
0.30484,5.883e-15,9.2727e-17,0.0019986,0.0055331,0.92898,1,49.724,49.724,0,0
0.30371,5.8613e-15,9.2385e-17,0.0019502,0.0055019,0.92898,1,49.848,49.848,0,0
0.30259,5.8397e-15,9.2044e-17,0.0019018,0.0054707,0.92898,1,49.972,49.972,0,0
0.30151,5.8189e-15,9.1716e-17,0.0018572,0.0054389,0.92897,1,50.096,50.096,0,0
0.30045,5.7983e-15,9.1392e-17,0.0018137,0.0054069,0.92897,1,50.22,50.22,0,0
0.29939,5.7778e-15,9.107e-17,0.0017706,0.0053749,0.92897,1,50.344,50.344,0,0
0.29838,5.7583e-15,9.0762e-17,0.0017314,0.0053433,0.92896,1,50.468,50.468,0,0
0.29737,5.7388e-15,9.0455e-17,0.0016923,0.0053116,0.92895,1,50.592,50.592,0,0
0.29638,5.7197e-15,9.0154e-17,0.0016546,0.0052804,0.92895,1,50.716,50.716,0,0
0.29542,5.7013e-15,8.9863e-17,0.0016194,0.0052499,0.92894,1,50.84,50.84,0,0
0.29446,5.6828e-15,8.9572e-17,0.0015841,0.0052195,0.92893,1,50.964,50.964,0,0
0.29354,5.665e-15,8.9291e-17,0.0015512,0.0051904,0.92892,1,51.088,51.088,0,0
0.29264,5.6475e-15,8.9016e-17,0.0015194,0.0051618,0.92891,1,51.212,51.212,0,0
0.29173,5.6301e-15,8.8741e-17,0.0014877,0.0051333,0.9289,1,51.336,51.336,0,0
0.29088,5.6136e-15,8.8481e-17,0.001459,0.005107,0.92889,1,51.46,51.46,0,0
0.29002,5.5971e-15,8.8221e-17,0.0014303,0.0050807,0.92887,1,51.584,51.584,0,0
0.28918,5.5809e-15,8.7966e-17,0.0014025,0.0050551,0.92886,1,51.708,51.708,0,0
0.28838,5.5653e-15,8.7721e-17,0.0013765,0.0050311,0.92885,1,51.832,51.832,0,0
0.28757,5.5498e-15,8.7475e-17,0.0013506,0.0050071,0.92883,1,51.956,51.956,0,0
0.2868,5.5349e-15,8.724e-17,0.0013262,0.0049845,0.92882,1,52.08,52.08,0,0
0.28604,5.5202e-15,8.701e-17,0.0013027,0.0049626,0.9288,1,52.204,52.204,0,0
0.28528,5.5056e-15,8.6779e-17,0.0012792,0.0049408,0.92879,1,52.328,52.328,0,0
0.28457,5.4919e-15,8.6562e-17,0.0012577,0.0049208,0.92877,1,52.452,52.452,0,0
0.28386,5.4782e-15,8.6346e-17,0.0012364,0.004901,0.92875,1,52.576,52.576,0,0
0.28316,5.4647e-15,8.6134e-17,0.0012155,0.0048815,0.92874,1,52.7,52.7,0,0
0.2825,5.4518e-15,8.5932e-17,0.001196,0.0048633,0.92872,1,52.824,52.824,0,0
0.28183,5.439e-15,8.5729e-17,0.0011765,0.004845,0.9287,1,52.948,52.948,0,0
0.28119,5.4267e-15,8.5535e-17,0.001158,0.0048277,0.92868,1,53.072,53.072,0,0
0.28057,5.4147e-15,8.5346e-17,0.0011402,0.0048109,0.92866,1,53.196,53.196,0,0
0.27995,5.4027e-15,8.5157e-17,0.0011224,0.0047942,0.92864,1,53.32,53.32,0,0
0.27937,5.3914e-15,8.498e-17,0.0011058,0.0047785,0.92862,1,53.444,53.444,0,0
0.27879,5.3803e-15,8.4804e-17,0.0010895,0.0047629,0.9286,1,53.568,53.568,0,0
0.27822,5.3693e-15,8.463e-17,0.0010734,0.0047475,0.92858,1,53.692,53.692,0,0
0.27768,5.3589e-15,8.4467e-17,0.0010584,0.004733,0.92856,1,53.816,53.816,0,0
0.27715,5.3486e-15,8.4304e-17,0.0010434,0.0047186,0.92853,1,53.94,53.94,0,0
0.27663,5.3386e-15,8.4147e-17,0.001029,0.0047047,0.92851,1,54.064,54.064,0,0
0.27613,5.329e-15,8.3995e-17,0.0010152,0.0046912,0.92849,1,54.188,54.188,0,0
0.27564,5.3194e-15,8.3844e-17,0.0010013,0.0046777,0.92846,1,54.312,54.312,0,0
0.27517,5.3104e-15,8.3703e-17,0.00098844,0.0046651,0.92844,1,54.436,54.436,0,0
0.27471,5.3016e-15,8.3563e-17,0.00097573,0.0046527,0.92842,1,54.56,54.56,0,0
0.27426,5.2929e-15,8.3426e-17,0.00096316,0.0046404,0.92839,1,54.684,54.684,0,0
0.27384,5.2847e-15,8.3298e-17,0.00095148,0.004629,0.92837,1,54.808,54.808,0,0
0.27342,5.2766e-15,8.317e-17,0.00093979,0.0046176,0.92834,1,54.932,54.932,0,0
0.27301,5.2688e-15,8.3047e-17,0.00092854,0.0046067,0.92832,1,55.056,55.056,0,0
0.27263,5.2614e-15,8.293e-17,0.00091779,0.0045964,0.92829,1,55.18,55.18,0,0
0.27224,5.254e-15,8.2813e-17,0.00090705,0.0045861,0.92827,1,55.304,55.304,0,0
0.27189,5.2471e-15,8.2704e-17,0.00089701,0.0045768,0.92824,1,55.428,55.428,0,0
0.27154,5.2403e-15,8.2597e-17,0.00088718,0.0045678,0.92821,1,55.552,55.552,0,0
0.27119,5.2336e-15,8.2492e-17,0.0008774,0.0045589,0.92819,1,55.676,55.676,0,0
0.27087,5.2275e-15,8.2395e-17,0.00086838,0.0045511,0.92816,1,55.8,55.8,0,0
0.27056,5.2214e-15,8.2299e-17,0.00085936,0.0045432,0.92813,1,55.924,55.924,0,0
0.27025,5.2155e-15,8.2206e-17,0.00085064,0.0045359,0.92811,1,56.048,56.048,0,0
0.26997,5.21e-15,8.212e-17,0.00084239,0.0045294,0.92808,1,56.172,56.172,0,0
0.26968,5.2045e-15,8.2033e-17,0.00083415,0.0045229,0.92805,1,56.296,56.296,0,0
0.26942,5.1994e-15,8.1953e-17,0.00082639,0.0045173,0.92802,1,56.42,56.42,0,0
0.26916,5.1945e-15,8.1876e-17,0.00081884,0.0045119,0.92799,1,56.544,56.544,0,0
0.26891,5.1896e-15,8.1799e-17,0.00081129,0.0045066,0.92797,1,56.668,56.668,0,0
0.26869,5.1853e-15,8.173e-17,0.00080434,0.004502,0.92794,1,56.792,56.792,0,0
0.26846,5.181e-15,8.1662e-17,0.00079738,0.0044974,0.92791,1,56.916,56.916,0,0
0.26824,5.1768e-15,8.1596e-17,0.0007906,0.004493,0.92788,1,57.04,57.04,0,0
0.26805,5.173e-15,8.1536e-17,0.00078417,0.004489,0.92785,1,57.164,57.164,0,0
0.26785,5.1692e-15,8.1476e-17,0.00077775,0.004485,0.92782,1,57.288,57.288,0,0
0.26767,5.1657e-15,8.1421e-17,0.00077158,0.0044809,0.92779,1,57.412,57.412,0,0
0.2675,5.1624e-15,8.137e-17,0.00076557,0.0044767,0.92776,1,57.536,57.536,0,0
0.26733,5.1591e-15,8.1318e-17,0.00075956,0.0044726,0.92773,1,57.66,57.66,0,0
0.26718,5.1563e-15,8.1273e-17,0.00075386,0.0044679,0.9277,1,57.784,57.784,0,0
0.26704,5.1535e-15,8.1229e-17,0.00074817,0.0044631,0.92767,1,57.908,57.908,0,0
0.2669,5.1508e-15,8.1187e-17,0.00074255,0.0044581,0.92764,1,58.032,58.032,0,0
0.26678,5.1485e-15,8.115e-17,0.00073711,0.0044522,0.92761,1,58.156,58.156,0,0
0.26666,5.1462e-15,8.1113e-17,0.00073167,0.0044464,0.92758,1,58.28,58.28,0,0
0.26655,5.1441e-15,8.108e-17,0.00072632,0.0044396,0.92755,1,58.404,58.404,0,0
0.26645,5.1422e-15,8.105e-17,0.00072105,0.0044321,0.92752,1,58.528,58.528,0,0
0.26635,5.1403e-15,8.1021e-17,0.00071578,0.0044247,0.92749,1,58.652,58.652,0,0
0.26627,5.1387e-15,8.0996e-17,0.00071063,0.0044159,0.92746,1,58.776,58.776,0,0
0.2662,5.1373e-15,8.0973e-17,0.0007055,0.0044069,0.92743,1,58.9,58.9,0,0
0.26612,5.1358e-15,8.0951e-17,0.00070039,0.0043975,0.9274,1,59.024,59.024,0,0
0.26607,5.1347e-15,8.0933e-17,0.00069534,0.0043864,0.92737,1,59.148,59.148,0,0
0.26601,5.1336e-15,8.0916e-17,0.00069029,0.0043753,0.92734,1,59.272,59.272,0,0
0.26596,5.1327e-15,8.0902e-17,0.00068528,0.0043634,0.92731,1,59.396,59.396,0,0
0.26592,5.132e-15,8.089e-17,0.00068031,0.0043505,0.92727,1,59.52,59.52,0,0
0.26588,5.1313e-15,8.0878e-17,0.00067534,0.0043377,0.92724,1,59.644,59.644,0,0
0.26586,5.1308e-15,8.0871e-17,0.00067042,0.0043234,0.92721,1,59.768,59.768,0,0
0.26584,5.1304e-15,8.0865e-17,0.00066551,0.0043087,0.92718,1,59.892,59.892,0,0
0.26582,5.13e-15,8.0859e-17,0.00066061,0.0042939,0.92715,1,60.016,60.016,0,0
0.26582,5.1299e-15,8.0858e-17,0.00065583,0.0042782,0.92712,1,60.14,60.14,0,0
0.26581,5.1299e-15,8.0856e-17,0.00065104,0.0042624,0.92709,1,60.264,60.264,0,0
0.26582,5.1299e-15,8.0857e-17,0.00064632,0.0042465,0.92706,1,60.388,60.388,0,0
0.26583,5.1301e-15,8.086e-17,0.00064167,0.0042303,0.92702,1,60.512,60.512,0,0
0.26584,5.1303e-15,8.0864e-17,0.00063703,0.0042142,0.92699,1,60.636,60.636,0,0
0.26586,5.1307e-15,8.087e-17,0.00063253,0.004198,0.92696,1,60.76,60.76,0,0
0.26588,5.1312e-15,8.0878e-17,0.00062808,0.0041819,0.92693,1,60.884,60.884,0,0
0.26591,5.1317e-15,8.0886e-17,0.00062364,0.0041657,0.9269,1,61.008,61.008,0,0
0.26595,5.1325e-15,8.0898e-17,0.00061931,0.004149,0.92687,1,61.132,61.132,0,0
0.26599,5.1332e-15,8.091e-17,0.00061497,0.0041322,0.92683,1,61.256,61.256,0,0
0.26603,5.1341e-15,8.0923e-17,0.00061073,0.0041159,0.9268,1,61.38,61.38,0,0
0.26608,5.1351e-15,8.0938e-17,0.00060665,0.0041004,0.92677,1,61.504,61.504,0,0
0.26613,5.136e-15,8.0954e-17,0.00060258,0.0040848,0.92674,1,61.628,61.628,0,0
0.26619,5.1372e-15,8.0972e-17,0.00059859,0.0040691,0.92671,1,61.752,61.752,0,0
0.26625,5.1384e-15,8.0991e-17,0.00059464,0.0040532,0.92668,1,61.876,61.876,0,0
0.26632,5.1396e-15,8.101e-17,0.00059069,0.0040373,0.92664,1,62,62,0,0
0.26639,5.141e-15,8.1032e-17,0.00058688,0.0040219,0.92661,1,62.124,62.124,0,0
0.26646,5.1424e-15,8.1055e-17,0.00058306,0.0040064,0.92658,1,62.248,62.248,0,0
0.26654,5.1439e-15,8.1078e-17,0.00057927,0.0039905,0.92655,1,62.372,62.372,0,0
0.26662,5.1455e-15,8.1103e-17,0.0005755,0.0039737,0.92652,1,62.496,62.496,0,0
0.26671,5.1471e-15,8.1129e-17,0.00057173,0.0039568,0.92649,1,62.62,62.62,0,0
0.2668,5.1488e-15,8.1156e-17,0.00056802,0.0039398,0.92645,1,62.744,62.744,0,0
0.26689,5.1506e-15,8.1184e-17,0.00056435,0.0039227,0.92642,1,62.868,62.868,0,0
0.26698,5.1524e-15,8.1212e-17,0.00056067,0.0039056,0.92639,1,62.992,62.992,0,0
0.26708,5.1543e-15,8.1242e-17,0.0005571,0.0038885,0.92636,1,63.116,63.116,0,0
0.26718,5.1563e-15,8.1273e-17,0.00055354,0.0038713,0.92633,1,63.24,63.24,0,0
0.26728,5.1582e-15,8.1304e-17,0.00054999,0.003854,0.92629,1,63.364,63.364,0,0
0.26739,5.1603e-15,8.1337e-17,0.00054649,0.003836,0.92626,1,63.488,63.488,0,0
0.2675,5.1624e-15,8.137e-17,0.00054298,0.0038179,0.92623,1,63.612,63.612,0,0
0.26761,5.1646e-15,8.1404e-17,0.00053951,0.0037999,0.9262,1,63.736,63.736,0,0
0.26773,5.1668e-15,8.1439e-17,0.00053607,0.0037818,0.92617,1,63.86,63.86,0,0
0.26784,5.169e-15,8.1474e-17,0.00053264,0.0037638,0.92614,1,63.984,63.984,0,0
0.26796,5.1714e-15,8.1511e-17,0.0005292,0.0037444,0.9261,1,64.108,64.108,0,0
0.26809,5.1737e-15,8.1548e-17,0.00052577,0.0037248,0.92607,1,64.232,64.232,0,0
0.26821,5.1761e-15,8.1585e-17,0.00052231,0.0037047,0.92604,1,64.356,64.356,0,0
0.26833,5.1785e-15,8.1624e-17,0.00051874,0.0036819,0.92601,1,64.48,64.48,0,0
0.26846,5.181e-15,8.1662e-17,0.00051517,0.0036591,0.92598,1,64.604,64.604,0,0
0.26859,5.1835e-15,8.1701e-17,0.00051165,0.0036363,0.92595,1,64.728,64.728,0,0
0.26872,5.186e-15,8.1742e-17,0.00050819,0.0036135,0.92591,1,64.852,64.852,0,0
0.26885,5.1886e-15,8.1782e-17,0.00050473,0.0035907,0.92588,1,64.976,64.976,0,0
0.26899,5.1912e-15,8.1823e-17,0.00050146,0.0035693,0.92585,1,65.1,65.1,0,0
0.26913,5.1938e-15,8.1865e-17,0.00049824,0.0035482,0.92582,1,65.224,65.224,0,0
0.26926,5.1965e-15,8.1906e-17,0.000495,0.0035268,0.92579,1,65.348,65.348,0,0
0.26941,5.1992e-15,8.1949e-17,0.00049163,0.0035025,0.92576,1,65.472,65.472,0,0
0.26955,5.2019e-15,8.1992e-17,0.00048827,0.0034782,0.92573,1,65.596,65.596,0,0
0.26969,5.2047e-15,8.2035e-17,0.00048492,0.003453,0.92569,1,65.72,65.72,0,0
0.26983,5.2074e-15,8.2079e-17,0.00048157,0.0034266,0.92566,1,65.844,65.844,0,0
0.26998,5.2102e-15,8.2123e-17,0.00047821,0.0034002,0.92563,1,65.968,65.968,0,0
0.27013,5.2131e-15,8.2168e-17,0.00047475,0.0033713,0.9256,1,66.092,66.092,0,0
0.27027,5.216e-15,8.2213e-17,0.00047124,0.0033416,0.92557,1,66.216,66.216,0,0
0.27042,5.2188e-15,8.2259e-17,0.00046777,0.0033123,0.92554,1,66.34,66.34,0,0
0.27058,5.2218e-15,8.2305e-17,0.00046491,0.0032923,0.92551,1,66.464,66.464,0,0
