"U:0","U:1","U:2","k","nut","omega","p","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.25899,4.9982e-15,7.8782e-17,0.0010119,0.0055087,0.18369,0.89185,0,1,58.652,58.652,0,0
0.25903,4.9989e-15,7.8792e-17,0.0010016,0.005497,0.1822,0.89181,0,1,58.776,58.776,0,0
0.25906,4.9995e-15,7.8802e-17,0.00099131,0.0054854,0.18071,0.89177,0,1,58.9,58.9,0,0
0.25909,5.0002e-15,7.8813e-17,0.00098108,0.0054738,0.17923,0.89173,0,1,59.024,59.024,0,0
0.25913,5.001e-15,7.8825e-17,0.00097103,0.0054618,0.17777,0.89169,0,1,59.148,59.148,0,0
0.25917,5.0017e-15,7.8836e-17,0.00096098,0.0054498,0.17632,0.89165,0,1,59.272,59.272,0,0
0.25921,5.0025e-15,7.8849e-17,0.00095103,0.0054374,0.17489,0.89162,0,1,59.396,59.396,0,0
0.25926,5.0034e-15,7.8862e-17,0.00094116,0.0054246,0.17349,0.89158,0,1,59.52,59.52,0,0
0.2593,5.0042e-15,7.8876e-17,0.0009313,0.0054117,0.17208,0.89154,0,1,59.644,59.644,0,0
0.25935,5.0051e-15,7.889e-17,0.00092156,0.0053979,0.17072,0.8915,0,1,59.768,59.768,0,0
0.2594,5.0061e-15,7.8905e-17,0.00091186,0.0053838,0.16936,0.89146,0,1,59.892,59.892,0,0
0.25945,5.007e-15,7.892e-17,0.00090218,0.0053695,0.16801,0.89142,0,1,60.016,60.016,0,0
0.2595,5.0081e-15,7.8937e-17,0.00089265,0.005354,0.16671,0.89139,0,1,60.14,60.14,0,0
0.25956,5.0091e-15,7.8953e-17,0.00088312,0.0053386,0.16541,0.89135,0,1,60.264,60.264,0,0
0.25961,5.0102e-15,7.897e-17,0.00087367,0.0053225,0.16414,0.89131,0,1,60.388,60.388,0,0
0.25967,5.0113e-15,7.8988e-17,0.00086433,0.0053056,0.16289,0.89127,0,1,60.512,60.512,0,0
0.25973,5.0125e-15,7.9006e-17,0.00085498,0.0052888,0.16165,0.89124,0,1,60.636,60.636,0,0
0.25979,5.0137e-15,7.9025e-17,0.0008458,0.005271,0.16045,0.8912,0,1,60.76,60.76,0,0
0.25986,5.0149e-15,7.9045e-17,0.00083668,0.0052529,0.15927,0.89116,0,1,60.884,60.884,0,0
0.25992,5.0161e-15,7.9064e-17,0.00082757,0.0052347,0.15808,0.89112,0,1,61.008,61.008,0,0
0.25999,5.0175e-15,7.9085e-17,0.0008187,0.0052155,0.15696,0.89109,0,1,61.132,61.132,0,0
0.26006,5.0188e-15,7.9106e-17,0.00080982,0.0051963,0.15583,0.89105,0,1,61.256,61.256,0,0
0.26013,5.0202e-15,7.9127e-17,0.00080106,0.0051768,0.15473,0.89101,0,1,61.38,61.38,0,0
0.2602,5.0216e-15,7.915e-17,0.00079248,0.0051568,0.15366,0.89098,0,1,61.504,61.504,0,0
0.26028,5.023e-15,7.9172e-17,0.00078389,0.0051368,0.15259,0.89094,0,1,61.628,61.628,0,0
0.26035,5.0245e-15,7.9195e-17,0.00077553,0.0051165,0.15156,0.8909,0,1,61.752,61.752,0,0
0.26043,5.026e-15,7.9219e-17,0.00076728,0.0050959,0.15055,0.89087,0,1,61.876,61.876,0,0
0.26051,5.0275e-15,7.9243e-17,0.00075902,0.0050754,0.14954,0.89083,0,1,62,62,0,0
0.26059,5.0291e-15,7.9268e-17,0.00075111,0.0050546,0.14859,0.89079,0,1,62.124,62.124,0,0
0.26067,5.0307e-15,7.9293e-17,0.0007432,0.0050338,0.14763,0.89076,0,1,62.248,62.248,0,0
0.26076,5.0323e-15,7.9319e-17,0.00073541,0.005013,0.14669,0.89072,0,1,62.372,62.372,0,0
0.26085,5.034e-15,7.9346e-17,0.00072788,0.0049922,0.14579,0.89068,0,1,62.496,62.496,0,0
0.26093,5.0357e-15,7.9372e-17,0.00072035,0.0049714,0.14489,0.89065,0,1,62.62,62.62,0,0
0.26102,5.0375e-15,7.94e-17,0.00071306,0.0049507,0.14402,0.89061,0,1,62.744,62.744,0,0
0.26112,5.0392e-15,7.9428e-17,0.00070592,0.0049301,0.14317,0.89058,0,1,62.868,62.868,0,0
0.26121,5.041e-15,7.9456e-17,0.00069878,0.0049095,0.14232,0.89054,0,1,62.992,62.992,0,0
0.26131,5.0429e-15,7.9485e-17,0.00069201,0.0048894,0.14152,0.8905,0,1,63.116,63.116,0,0
0.2614,5.0447e-15,7.9515e-17,0.00068526,0.0048692,0.14072,0.89047,0,1,63.24,63.24,0,0
0.2615,5.0466e-15,7.9545e-17,0.00067862,0.0048492,0.13993,0.89043,0,1,63.364,63.364,0,0
0.2616,5.0486e-15,7.9575e-17,0.00067227,0.0048297,0.13918,0.8904,0,1,63.488,63.488,0,0
0.2617,5.0505e-15,7.9606e-17,0.00066592,0.0048101,0.13843,0.89036,0,1,63.612,63.612,0,0
0.26181,5.0525e-15,7.9638e-17,0.00065979,0.004791,0.13771,0.89033,0,1,63.736,63.736,0,0
0.26191,5.0546e-15,7.967e-17,0.00065383,0.0047721,0.137,0.89029,0,1,63.86,63.86,0,0
0.26202,5.0566e-15,7.9702e-17,0.00064787,0.0047533,0.13629,0.89026,0,1,63.984,63.984,0,0
0.26213,5.0587e-15,7.9735e-17,0.00064224,0.0047351,0.13563,0.89022,0,1,64.108,64.108,0,0
0.26224,5.0608e-15,7.9769e-17,0.00063666,0.0047171,0.13496,0.89019,0,1,64.232,64.232,0,0
0.26235,5.063e-15,7.9802e-17,0.00063114,0.0046991,0.13431,0.89015,0,1,64.356,64.356,0,0
0.26246,5.0652e-15,7.9837e-17,0.00062591,0.0046819,0.13368,0.89012,0,1,64.48,64.48,0,0
0.26258,5.0674e-15,7.9872e-17,0.00062069,0.0046646,0.13306,0.89008,0,1,64.604,64.604,0,0
0.26269,5.0696e-15,7.9907e-17,0.00061563,0.0046477,0.13245,0.89005,0,1,64.728,64.728,0,0
0.26281,5.0719e-15,7.9943e-17,0.00061073,0.0046313,0.13186,0.89001,0,1,64.852,64.852,0,0
0.26293,5.0742e-15,7.9979e-17,0.00060584,0.0046148,0.13128,0.88998,0,1,64.976,64.976,0,0
0.26305,5.0766e-15,8.0016e-17,0.00060119,0.004599,0.13072,0.88994,0,1,65.1,65.1,0,0
0.26317,5.0789e-15,8.0054e-17,0.00059661,0.0045834,0.13016,0.88991,0,1,65.224,65.224,0,0
0.2633,5.0813e-15,8.0091e-17,0.00059206,0.0045678,0.12961,0.88987,0,1,65.348,65.348,0,0
0.26342,5.0837e-15,8.013e-17,0.00058776,0.004553,0.12909,0.88984,0,1,65.472,65.472,0,0
0.26355,5.0862e-15,8.0168e-17,0.00058347,0.0045381,0.12857,0.8898,0,1,65.596,65.596,0,0
0.26368,5.0887e-15,8.0207e-17,0.00057928,0.0045235,0.12806,0.88977,0,1,65.72,65.72,0,0
0.26381,5.0912e-15,8.0247e-17,0.00057524,0.0045094,0.12756,0.88973,0,1,65.844,65.844,0,0
0.26394,5.0937e-15,8.0287e-17,0.00057121,0.0044953,0.12706,0.8897,0,1,65.968,65.968,0,0
0.26407,5.0963e-15,8.0327e-17,0.00056735,0.0044817,0.12659,0.88967,0,1,66.092,66.092,0,0
0.26421,5.0989e-15,8.0368e-17,0.00056355,0.0044683,0.12612,0.88963,0,1,66.216,66.216,0,0
0.26434,5.1015e-15,8.0409e-17,0.00055977,0.0044549,0.12565,0.8896,0,1,66.34,66.34,0,0
0.26448,5.1041e-15,8.0451e-17,0.0005562,0.0044422,0.1252,0.88956,0,1,66.464,66.464,0,0
0.26462,5.1068e-15,8.0493e-17,0.00055262,0.0044295,0.12476,0.88953,0,1,66.588,66.588,0,0
0.26476,5.1095e-15,8.0535e-17,0.00054912,0.004417,0.12432,0.8895,0,1,66.712,66.712,0,0
0.2649,5.1122e-15,8.0578e-17,0.00054575,0.004405,0.12389,0.88946,0,1,66.836,66.836,0,0
0.26504,5.1149e-15,8.0621e-17,0.00054238,0.0043929,0.12346,0.88943,0,1,66.96,66.96,0,0
0.26518,5.1177e-15,8.0664e-17,0.00053913,0.0043813,0.12305,0.88939,0,1,67.084,67.084,0,0
0.26533,5.1205e-15,8.0708e-17,0.00053595,0.00437,0.12264,0.88936,0,1,67.208,67.208,0,0
0.26547,5.1232e-15,8.0752e-17,0.00053277,0.0043586,0.12223,0.88933,0,1,67.332,67.332,0,0
0.26562,5.1261e-15,8.0797e-17,0.00052975,0.0043478,0.12184,0.88929,0,1,67.456,67.456,0,0
0.26576,5.1289e-15,8.0842e-17,0.00052674,0.0043371,0.12145,0.88926,0,1,67.58,67.58,0,0
0.26591,5.1318e-15,8.0887e-17,0.00052378,0.0043265,0.12106,0.88923,0,1,67.704,67.704,0,0
0.26606,5.1347e-15,8.0933e-17,0.00052093,0.0043163,0.12068,0.88919,0,1,67.828,67.828,0,0
0.26621,5.1376e-15,8.0978e-17,0.00051807,0.0043062,0.12031,0.88916,0,1,67.952,67.952,0,0
0.26636,5.1405e-15,8.1024e-17,0.00051531,0.0042964,0.11994,0.88913,0,1,68.076,68.076,0,0
0.26652,5.1435e-15,8.1071e-17,0.0005126,0.0042868,0.11958,0.88909,0,1,68.2,68.2,0,0
0.26667,5.1464e-15,8.1117e-17,0.0005099,0.0042772,0.11921,0.88906,0,1,68.324,68.324,0,0
0.26682,5.1494e-15,8.1164e-17,0.00050731,0.0042681,0.11886,0.88903,0,1,68.448,68.448,0,0
0.26698,5.1524e-15,8.1211e-17,0.00050473,0.004259,0.11851,0.88899,0,1,68.572,68.572,0,0
0.26713,5.1554e-15,8.1258e-17,0.00050218,0.00425,0.11816,0.88896,0,1,68.696,68.696,0,0
0.26729,5.1584e-15,8.1306e-17,0.00049972,0.0042414,0.11782,0.88893,0,1,68.82,68.82,0,0
0.26745,5.1614e-15,8.1354e-17,0.00049727,0.0042328,0.11748,0.88889,0,1,68.944,68.944,0,0
0.26761,5.1645e-15,8.1402e-17,0.00049486,0.0042244,0.11714,0.88886,0,1,69.068,69.068,0,0
0.26776,5.1675e-15,8.145e-17,0.00049251,0.0042161,0.11681,0.88883,0,1,69.192,69.192,0,0
0.26792,5.1706e-15,8.1498e-17,0.00049015,0.0042078,0.11648,0.88879,0,1,69.316,69.316,0,0
0.26808,5.1737e-15,8.1547e-17,0.00048787,0.0041999,0.11616,0.88876,0,1,69.44,69.44,0,0
0.26824,5.1768e-15,8.1596e-17,0.0004856,0.004192,0.11584,0.88873,0,1,69.564,69.564,0,0
0.2684,5.1799e-15,8.1645e-17,0.00048335,0.0041841,0.11552,0.88869,0,1,69.688,69.688,0,0
0.26857,5.183e-15,8.1694e-17,0.00048116,0.0041765,0.11521,0.88866,0,1,69.812,69.812,0,0
0.26873,5.1861e-15,8.1743e-17,0.00047897,0.0041688,0.11489,0.88863,0,1,69.936,69.936,0,0
0.26889,5.1892e-15,8.1792e-17,0.00047681,0.0041613,0.11458,0.8886,0,1,70.06,70.06,0,0
0.26905,5.1924e-15,8.1842e-17,0.00047469,0.0041539,0.11427,0.88856,0,1,70.184,70.184,0,0
0.26921,5.1955e-15,8.1891e-17,0.00047257,0.0041465,0.11397,0.88853,0,1,70.308,70.308,0,0
0.26938,5.1987e-15,8.1941e-17,0.00047049,0.0041392,0.11367,0.8885,0,1,70.432,70.432,0,0
0.26954,5.2018e-15,8.1991e-17,0.00046842,0.0041319,0.11336,0.88846,0,1,70.556,70.556,0,0
0.26971,5.205e-15,8.2041e-17,0.00046637,0.0041247,0.11306,0.88843,0,1,70.68,70.68,0,0
0.26987,5.2082e-15,8.2091e-17,0.00046435,0.0041177,0.11277,0.8884,0,1,70.804,70.804,0,0
0.27003,5.2113e-15,8.2141e-17,0.00046234,0.0041106,0.11247,0.88837,0,1,70.928,70.928,0,0
0.2702,5.2145e-15,8.2191e-17,0.00046034,0.0041036,0.11218,0.88833,0,1,71.052,71.052,0,0
0.27036,5.2177e-15,8.2241e-17,0.00045837,0.0040967,0.11189,0.8883,0,1,71.176,71.176,0,0
0.27053,5.2209e-15,8.2291e-17,0.0004564,0.0040898,0.1116,0.88827,0,1,71.3,71.3,0,0
0.27069,5.2241e-15,8.2341e-17,0.00045446,0.0040829,0.11131,0.88824,0,1,71.424,71.424,0,0
0.27086,5.2273e-15,8.2392e-17,0.00045254,0.0040762,0.11102,0.8882,0,1,71.548,71.548,0,0
0.27103,5.2304e-15,8.2442e-17,0.00045061,0.0040694,0.11073,0.88817,0,1,71.672,71.672,0,0
0.27119,5.2336e-15,8.2492e-17,0.00044873,0.0040628,0.11045,0.88814,0,1,71.796,71.796,0,0
0.27136,5.2368e-15,8.2543e-17,0.00044685,0.0040562,0.11016,0.88811,0,1,71.92,71.92,0,0
0.27152,5.24e-15,8.2593e-17,0.00044498,0.0040496,0.10988,0.88807,0,1,72.044,72.044,0,0
0.27169,5.2432e-15,8.2643e-17,0.00044314,0.0040431,0.1096,0.88804,0,1,72.168,72.168,0,0
0.27185,5.2464e-15,8.2694e-17,0.00044129,0.0040366,0.10932,0.88801,0,1,72.292,72.292,0,0
0.27202,5.2496e-15,8.2744e-17,0.00043948,0.0040303,0.10904,0.88798,0,1,72.416,72.416,0,0
0.27218,5.2528e-15,8.2794e-17,0.00043769,0.004024,0.10877,0.88795,0,1,72.54,72.54,0,0
0.27235,5.256e-15,8.2844e-17,0.00043589,0.0040177,0.10849,0.88791,0,1,72.664,72.664,0,0
0.27251,5.2592e-15,8.2895e-17,0.00043414,0.0040115,0.10822,0.88788,0,1,72.788,72.788,0,0
0.27268,5.2624e-15,8.2945e-17,0.0004324,0.0040054,0.10795,0.88785,0,1,72.912,72.912,0,0
0.27284,5.2655e-15,8.2995e-17,0.00043066,0.0039993,0.10768,0.88782,0,1,73.036,73.036,0,0
0.27301,5.2687e-15,8.3045e-17,0.00042896,0.0039934,0.10742,0.88779,0,1,73.16,73.16,0,0
0.27317,5.2719e-15,8.3095e-17,0.00042727,0.0039875,0.10715,0.88775,0,1,73.284,73.284,0,0
0.27334,5.275e-15,8.3145e-17,0.0004256,0.0039817,0.10689,0.88772,0,1,73.408,73.408,0,0
0.2735,5.2782e-15,8.3195e-17,0.00042395,0.0039759,0.10663,0.88769,0,1,73.532,73.532,0,0
0.27366,5.2814e-15,8.3245e-17,0.0004223,0.0039702,0.10637,0.88766,0,1,73.656,73.656,0,0
0.27383,5.2845e-15,8.3294e-17,0.00042071,0.0039646,0.10611,0.88763,0,1,73.78,73.78,0,0
0.27399,5.2877e-15,8.3344e-17,0.00041911,0.0039591,0.10586,0.88759,0,1,73.904,73.904,0,0
0.27415,5.2908e-15,8.3394e-17,0.00041753,0.0039537,0.1056,0.88756,0,1,74.028,74.028,0,0
0.27432,5.294e-15,8.3443e-17,0.00041598,0.0039484,0.10535,0.88753,0,1,74.152,74.152,0,0
0.27448,5.2971e-15,8.3492e-17,0.00041444,0.0039431,0.1051,0.8875,0,1,74.276,74.276,0,0
0.27464,5.3002e-15,8.3542e-17,0.00041293,0.003938,0.10486,0.88747,0,1,74.4,74.4,0,0
0.2748,5.3033e-15,8.3591e-17,0.00041143,0.003933,0.10461,0.88743,0,1,74.524,74.524,0,0
0.27496,5.3064e-15,8.364e-17,0.00040994,0.0039279,0.10437,0.8874,0,1,74.648,74.648,0,0
0.27512,5.3096e-15,8.3689e-17,0.0004085,0.0039232,0.10412,0.88737,0,1,74.772,74.772,0,0
0.27528,5.3126e-15,8.3738e-17,0.00040707,0.0039184,0.10388,0.88734,0,1,74.896,74.896,0,0
0.27544,5.3157e-15,8.3786e-17,0.00040564,0.0039137,0.10364,0.88731,0,1,75.02,75.02,0,0
0.2756,5.3188e-15,8.3835e-17,0.00040425,0.0039092,0.10341,0.88728,0,1,75.144,75.144,0,0
0.27576,5.3219e-15,8.3883e-17,0.00040287,0.0039048,0.10317,0.88724,0,1,75.268,75.268,0,0
0.27592,5.325e-15,8.3932e-17,0.00040151,0.0039004,0.10294,0.88721,0,1,75.392,75.392,0,0
0.27608,5.328e-15,8.398e-17,0.00040018,0.0038962,0.10271,0.88718,0,1,75.516,75.516,0,0
0.27624,5.3311e-15,8.4028e-17,0.00039885,0.0038919,0.10248,0.88715,0,1,75.64,75.64,0,0
0.2764,5.3341e-15,8.4076e-17,0.00039756,0.0038879,0.10226,0.88712,0,1,75.764,75.764,0,0
0.27655,5.3372e-15,8.4124e-17,0.00039629,0.0038839,0.10203,0.88709,0,1,75.888,75.888,0,0
0.27671,5.3402e-15,8.4172e-17,0.00039502,0.0038799,0.10181,0.88705,0,1,76.012,76.012,0,0
0.27687,5.3433e-15,8.422e-17,0.00039379,0.0038761,0.1016,0.88702,0,1,76.136,76.136,0,0
0.27703,5.3463e-15,8.4268e-17,0.00039256,0.0038722,0.10138,0.88699,0,1,76.26,76.26,0,0
0.27719,5.3494e-15,8.4316e-17,0.00039135,0.0038683,0.10117,0.88696,0,1,76.384,76.384,0,0
0.27734,5.3524e-15,8.4364e-17,0.00039014,0.0038644,0.10096,0.88693,0,1,76.508,76.508,0,0
0.2775,5.3554e-15,8.4412e-17,0.00038895,0.0038605,0.10075,0.8869,0,1,76.632,76.632,0,0
0.27766,5.3585e-15,8.446e-17,0.00038777,0.0038566,0.10055,0.88687,0,1,76.756,76.756,0,0
0.27781,5.3615e-15,8.4507e-17,0.0003866,0.0038527,0.10034,0.88684,0,1,76.88,76.88,0,0
0.27797,5.3645e-15,8.4555e-17,0.00038543,0.0038486,0.10015,0.8868,0,1,77.004,77.004,0,0
0.27813,5.3675e-15,8.4602e-17,0.00038427,0.0038446,0.09995,0.88677,0,1,77.128,77.128,0,0
0.27828,5.3705e-15,8.465e-17,0.00038311,0.0038404,0.099756,0.88674,0,1,77.252,77.252,0,0
0.27844,5.3735e-15,8.4697e-17,0.00038196,0.0038362,0.099565,0.88671,0,1,77.376,77.376,0,0
0.2786,5.3765e-15,8.4745e-17,0.00038081,0.003832,0.099375,0.88668,0,1,77.5,77.5,0,0
0.27875,5.3795e-15,8.4792e-17,0.00037967,0.0038278,0.099188,0.88665,0,1,77.624,77.624,0,0
0.27891,5.3825e-15,8.4839e-17,0.00037853,0.0038235,0.099001,0.88662,0,1,77.748,77.748,0,0
0.27906,5.3855e-15,8.4886e-17,0.00037739,0.0038191,0.098816,0.88659,0,1,77.872,77.872,0,0
0.27922,5.3885e-15,8.4933e-17,0.00037626,0.0038148,0.098633,0.88655,0,1,77.996,77.996,0,0
0.27937,5.3915e-15,8.498e-17,0.00037514,0.0038105,0.098449,0.88652,0,1,78.12,78.12,0,0
0.27952,5.3944e-15,8.5027e-17,0.00037403,0.0038062,0.098266,0.88649,0,1,78.244,78.244,0,0
0.27968,5.3974e-15,8.5073e-17,0.00037292,0.0038021,0.098083,0.88646,0,1,78.368,78.368,0,0
0.27983,5.4004e-15,8.512e-17,0.00037182,0.0037979,0.097899,0.88643,0,1,78.492,78.492,0,0
0.27998,5.4033e-15,8.5166e-17,0.00037073,0.0037939,0.097715,0.8864,0,1,78.616,78.616,0,0
0.28013,5.4062e-15,8.5213e-17,0.00036965,0.00379,0.097531,0.88637,0,1,78.74,78.74,0,0
0.28029,5.4092e-15,8.5259e-17,0.00036857,0.0037863,0.097345,0.88634,0,1,78.864,78.864,0,0
0.28044,5.4121e-15,8.5305e-17,0.00036752,0.0037827,0.097157,0.88631,0,1,78.988,78.988,0,0
0.28059,5.415e-15,8.5351e-17,0.00036646,0.0037791,0.096969,0.88628,0,1,79.112,79.112,0,0
0.28074,5.4179e-15,8.5397e-17,0.00036542,0.0037758,0.09678,0.88624,0,1,79.236,79.236,0,0
0.28089,5.4209e-15,8.5443e-17,0.00036439,0.0037725,0.09659,0.88621,0,1,79.36,79.36,0,0
0.28104,5.4238e-15,8.5489e-17,0.00036337,0.0037694,0.096398,0.88618,0,1,79.484,79.484,0,0
0.28119,5.4267e-15,8.5534e-17,0.00036236,0.0037665,0.096206,0.88615,0,1,79.608,79.608,0,0
0.28134,5.4295e-15,8.558e-17,0.00036137,0.0037638,0.096014,0.88612,0,1,79.732,79.732,0,0
0.28149,5.4324e-15,8.5625e-17,0.00036039,0.0037611,0.095821,0.88609,0,1,79.856,79.856,0,0
0.28164,5.4353e-15,8.5671e-17,0.00035943,0.0037586,0.095628,0.88606,0,1,79.98,79.98,0,0
0.28179,5.4382e-15,8.5716e-17,0.00035849,0.0037563,0.095434,0.88603,0,1,80.104,80.104,0,0
0.28194,5.441e-15,8.5761e-17,0.00035757,0.0037543,0.095242,0.886,0,1,80.228,80.228,0,0
0.28208,5.4439e-15,8.5806e-17,0.00035667,0.0037524,0.09505,0.88597,0,1,80.352,80.352,0,0
0.28223,5.4467e-15,8.5851e-17,0.00035577,0.0037505,0.094859,0.88594,0,1,80.476,80.476,0,0
0.28238,5.4496e-15,8.5896e-17,0.0003549,0.0037489,0.09467,0.88591,0,1,80.6,80.6,0,0
0.28253,5.4524e-15,8.594e-17,0.00035405,0.0037473,0.09448,0.88588,0,1,80.724,80.724,0,0
0.28267,5.4552e-15,8.5985e-17,0.0003532,0.0037457,0.094294,0.88585,0,1,80.848,80.848,0,0
0.28282,5.458e-15,8.6029e-17,0.00035235,0.0037441,0.094107,0.88581,0,1,80.972,80.972,0,0
0.28296,5.4608e-15,8.6073e-17,0.0003515,0.0037425,0.093923,0.88578,0,1,81.096,81.096,0,0
0.28311,5.4636e-15,8.6118e-17,0.00035066,0.0037409,0.093738,0.88575,0,1,81.22,81.22,0,0
0.28325,5.4664e-15,8.6162e-17,0.00034984,0.0037394,0.093556,0.88572,0,1,81.344,81.344,0,0
0.2834,5.4692e-15,8.6205e-17,0.00034899,0.0037376,0.093374,0.88569,0,1,81.468,81.468,0,0
0.28354,5.472e-15,8.6249e-17,0.00034814,0.0037357,0.093194,0.88566,0,1,81.592,81.592,0,0
0.28368,5.4748e-15,8.6293e-17,0.00034729,0.0037336,0.093016,0.88563,0,1,81.716,81.716,0,0
0.28383,5.4775e-15,8.6336e-17,0.00034644,0.0037316,0.092839,0.8856,0,1,81.84,81.84,0,0
0.28397,5.4802e-15,8.6379e-17,0.00034559,0.0037295,0.092664,0.88557,0,1,81.964,81.964,0,0
0.28411,5.483e-15,8.6422e-17,0.00034472,0.0037271,0.09249,0.88554,0,1,82.088,82.088,0,0
0.28425,5.4857e-15,8.6465e-17,0.00034383,0.0037244,0.092317,0.88551,0,1,82.212,82.212,0,0
0.28439,5.4884e-15,8.6508e-17,0.00034291,0.0037214,0.092147,0.88548,0,1,82.336,82.336,0,0
0.28453,5.4911e-15,8.6551e-17,0.00034204,0.0037188,0.091977,0.88545,0,1,82.46,82.46,0,0
0.28467,5.4938e-15,8.6593e-17,0.00034119,0.0037164,0.091808,0.88542,0,1,82.584,82.584,0,0
0.28481,5.4965e-15,8.6636e-17,0.00034033,0.0037137,0.091643,0.88539,0,1,82.708,82.708,0,0
0.28495,5.4992e-15,8.6678e-17,0.00033951,0.0037114,0.091478,0.88536,0,1,82.832,82.832,0,0
0.28509,5.5019e-15,8.672e-17,0.00033874,0.0037096,0.091314,0.88533,0,1,82.956,82.956,0,0
0.28523,5.5045e-15,8.6762e-17,0.00033807,0.003709,0.09115,0.8853,0,1,83.08,83.08,0,0
0.28536,5.5072e-15,8.6804e-17,0.00033721,0.0037061,0.090987,0.88527,0,1,83.204,83.204,0,0
0.2855,5.5098e-15,8.6845e-17,0.00033626,0.0037024,0.090824,0.88524,0,1,83.328,83.328,0,0
0.28564,5.5124e-15,8.6887e-17,0.0003354,0.0036997,0.090656,0.88521,0,1,83.452,83.452,0,0
0.28577,5.5151e-15,8.6928e-17,0.00033528,0.0037048,0.090499,0.88518,0,1,83.576,83.576,0,0
0.28591,5.5177e-15,8.6969e-17,0.00033578,0.0037167,0.090343,0.88515,0,1,83.7,83.7,0,0
0.28604,5.5203e-15,8.701e-17,0.00033693,0.0037359,0.09019,0.88512,0,1,83.824,83.824,0,0
0.28618,5.5229e-15,8.7052e-17,0.00033883,0.0037628,0.090049,0.88509,0,1,83.948,83.948,0,0
0.28631,5.5255e-15,8.7093e-17,0.00034129,0.0037961,0.089906,0.88505,0,1,84.072,84.072,0,0
0.28645,5.5281e-15,8.7134e-17,0.00034423,0.003835,0.089762,0.88502,0,1,84.196,84.196,0,0
0.28659,5.5307e-15,8.7175e-17,0.0003476,0.0038789,0.089614,0.88499,0,1,84.32,84.32,0,0
0.28672,5.5334e-15,8.7217e-17,0.0003513,0.003927,0.089458,0.88496,0,1,84.444,84.444,0,0
0.28686,5.536e-15,8.7258e-17,0.00035544,0.0039806,0.089293,0.88492,0,1,84.568,84.568,0,0
0.287,5.5387e-15,8.7301e-17,0.00036004,0.0040386,0.089149,0.88489,0,1,84.692,84.692,0,0
0.28714,5.5415e-15,8.7344e-17,0.00036504,0.0041026,0.088982,0.88485,0,1,84.816,84.816,0,0
0.28729,5.5443e-15,8.7388e-17,0.00037036,0.0041706,0.088804,0.88482,0,1,84.94,84.94,0,0
0.28744,5.5472e-15,8.7434e-17,0.00037581,0.0042377,0.088681,0.88478,0,1,85.064,85.064,0,0
0.28759,5.5502e-15,8.7481e-17,0.00038124,0.0042982,0.088699,0.88474,0,1,85.188,85.188,0,0
0.28776,5.5533e-15,8.7531e-17,0.00038661,0.0043508,0.088859,0.88469,0,1,85.312,85.312,0,0
0.28793,5.5567e-15,8.7584e-17,0.00039195,0.0043954,0.08917,0.88464,0,1,85.436,85.436,0,0
0.28812,5.5603e-15,8.7641e-17,0.0003974,0.0044354,0.089596,0.88459,0,1,85.56,85.56,0,0
0.28832,5.5642e-15,8.7702e-17,0.00040309,0.0044722,0.090128,0.88453,0,1,85.684,85.684,0,0
0.28854,5.5685e-15,8.777e-17,0.00040914,0.004508,0.090756,0.88447,0,1,85.808,85.808,0,0
0.28879,5.5733e-15,8.7845e-17,0.00041567,0.0045446,0.091461,0.8844,0,1,85.932,85.932,0,0
0.28907,5.5787e-15,8.793e-17,0.0004227,0.0045829,0.092231,0.88432,0,1,86.056,86.056,0,0
0.28939,5.5848e-15,8.8028e-17,0.00043034,0.0046247,0.09305,0.88422,0,1,86.18,86.18,0,0
0.28976,5.5919e-15,8.814e-17,0.00043857,0.0046696,0.093916,0.88411,0,1,86.304,86.304,0,0
0.29019,5.6002e-15,8.8271e-17,0.00044729,0.0047161,0.094841,0.88399,0,1,86.428,86.428,0,0
0.29069,5.61e-15,8.8424e-17,0.00045676,0.0047658,0.095838,0.88384,0,1,86.552,86.552,0,0
0.29129,5.6216e-15,8.8607e-17,0.00046686,0.0048168,0.096921,0.88366,0,1,86.676,86.676,0,0
0.29202,5.6355e-15,8.8827e-17,0.00047705,0.0048621,0.098114,0.88344,0,1,86.8,86.8,0,0
0.29289,5.6524e-15,8.9093e-17,0.00048698,0.0048975,0.09943,0.88318,0,1,86.924,86.924,0,0
0.29394,5.6728e-15,8.9414e-17,0.00049666,0.0049238,0.10087,0.88286,0,1,87.048,87.048,0,0
0.29522,5.6974e-15,8.9802e-17,0.00050635,0.004944,0.10242,0.88247,0,1,87.172,87.172,0,0
0.29677,5.7273e-15,9.0273e-17,0.00051636,0.0049626,0.10405,0.88201,0,1,87.296,87.296,0,0
0.29866,5.7638e-15,9.0848e-17,0.00052709,0.0049627,0.10576,0.88143,0,1,87.42,87.42,0,0
0.30099,5.8088e-15,9.1558e-17,0.00053908,0.0045064,0.10755,0.8807,0,1,87.544,87.544,0,0
0.30382,5.8634e-15,9.2418e-17,0.00055258,0.0038001,0.10947,0.8798,0,1,87.668,87.668,0,0
0.30725,5.9295e-15,9.3461e-17,0.00056793,0.0031799,0.1116,0.87871,0,1,87.792,87.792,0,0
0.31158,6.013e-15,9.4777e-17,0.00058627,0.0026705,0.11412,0.87733,0,1,87.916,87.916,0,0
