"U:0","U:1","U:2","k","nut","omega","p","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.162,2.2426e-14,3.5347e-16,0.002894,0.0053201,0.54397,0.74925,0,1,28.768,28.768,0,0
1.1623,2.243e-14,3.5354e-16,0.0029252,0.0053651,0.54523,0.74853,0,1,28.892,28.892,0,0
1.1625,2.2434e-14,3.5361e-16,0.0029578,0.0054113,0.54659,0.74781,0,1,29.016,29.016,0,0
1.1627,2.2438e-14,3.5367e-16,0.0029916,0.0054587,0.54804,0.74709,0,1,29.14,29.14,0,0
1.1629,2.2442e-14,3.5373e-16,0.0030264,0.0055064,0.54961,0.74638,0,1,29.264,29.264,0,0
1.1631,2.2445e-14,3.5378e-16,0.0030621,0.0055549,0.55124,0.74566,0,1,29.388,29.388,0,0
1.1632,2.2449e-14,3.5384e-16,0.0030983,0.0056033,0.55293,0.74494,0,1,29.512,29.512,0,0
1.1634,2.2452e-14,3.5389e-16,0.0031347,0.0056504,0.55477,0.74422,0,1,29.636,29.636,0,0
1.1636,2.2455e-14,3.5394e-16,0.003171,0.005696,0.55669,0.7435,0,1,29.76,29.76,0,0
1.1637,2.2458e-14,3.5398e-16,0.0032067,0.0057392,0.55872,0.74278,0,1,29.884,29.884,0,0
1.1638,2.2461e-14,3.5402e-16,0.0032414,0.0057814,0.56065,0.74206,0,1,30.008,30.008,0,0
1.164,2.2463e-14,3.5406e-16,0.0032745,0.0058189,0.56274,0.74134,0,1,30.132,30.132,0,0
1.1641,2.2466e-14,3.541e-16,0.0033057,0.0058528,0.56481,0.74062,0,1,30.256,30.256,0,0
1.1642,2.2468e-14,3.5414e-16,0.0033346,0.0058824,0.56688,0.7399,0,1,30.38,30.38,0,0
1.1643,2.247e-14,3.5417e-16,0.0033607,0.0059063,0.569,0.73917,0,1,30.504,30.504,0,0
1.1644,2.2472e-14,3.542e-16,0.0033836,0.0059249,0.57108,0.73845,0,1,30.628,30.628,0,0
1.1645,2.2474e-14,3.5423e-16,0.0034029,0.005935,0.57337,0.73773,0,1,30.752,30.752,0,0
1.1646,2.2476e-14,3.5426e-16,0.0034184,0.0059355,0.57592,0.737,0,1,30.876,30.876,0,0
1.1647,2.2477e-14,3.5429e-16,0.0034296,0.0059273,0.57861,0.73626,0,1,31,31,0,0
1.1648,2.2479e-14,3.5431e-16,0.0034376,0.0059178,0.58088,0.73553,0,1,31.124,31.124,0,0
1.1649,2.2481e-14,3.5434e-16,0.0034432,0.0059101,0.5826,0.7348,0,1,31.248,31.248,0,0
1.165,2.2483e-14,3.5437e-16,0.003446,0.0058937,0.58469,0.73407,0,1,31.372,31.372,0,0
1.1651,2.2484e-14,3.5439e-16,0.0034477,0.0058644,0.58791,0.73334,0,1,31.496,31.496,0,0
1.1651,2.2486e-14,3.5442e-16,0.0034491,0.0058239,0.59224,0.73261,0,1,31.62,31.62,0,0
1.1652,2.2488e-14,3.5445e-16,0.0034493,0.0057742,0.59736,0.73187,0,1,31.744,31.744,0,0
1.1653,2.2489e-14,3.5448e-16,0.0034492,0.0057197,0.60305,0.73113,0,1,31.868,31.868,0,0
1.1654,2.2491e-14,3.545e-16,0.0034547,0.0056662,0.60973,0.73039,0,1,31.992,31.992,0,0
1.1655,2.2493e-14,3.5453e-16,0.0034703,0.0056192,0.61759,0.72965,0,1,32.116,32.116,0,0
1.1656,2.2494e-14,3.5456e-16,0.003494,0.0055713,0.62716,0.7289,0,1,32.24,32.24,0,0
1.1657,2.2496e-14,3.5458e-16,0.0035253,0.0055802,0.63175,0.72816,0,1,32.364,32.364,0,0
1.1658,2.2498e-14,3.5461e-16,0.0035679,0.0056303,0.63369,0.72741,0,1,32.488,32.488,0,0
1.1659,2.25e-14,3.5464e-16,0.0036076,0.0056517,0.63833,0.72666,0,1,32.612,32.612,0,0
1.1659,2.2501e-14,3.5466e-16,0.0036138,0.0056164,0.64345,0.7259,0,1,32.736,32.736,0,0
1.166,2.2503e-14,3.5469e-16,0.0036122,0.00556,0.64968,0.72514,0,1,32.86,32.86,0,0
1.1661,2.2504e-14,3.5471e-16,0.0036173,0.0054971,0.65806,0.72439,0,1,32.984,32.984,0,0
1.1662,2.2506e-14,3.5474e-16,0.0036279,0.0054206,0.66931,0.72365,0,1,33.108,33.108,0,0
1.1663,2.2507e-14,3.5476e-16,0.0036311,0.0053092,0.68396,0.72292,0,1,33.232,33.232,0,0
1.1663,2.2508e-14,3.5477e-16,0.0036364,0.0052732,0.6896,0.72221,0,1,33.356,33.356,0,0
1.1664,2.2509e-14,3.5479e-16,0.003655,0.005156,0.70894,0.72153,0,1,33.48,33.48,0,0
1.1664,2.251e-14,3.548e-16,0.003688,0.0050087,0.73635,0.72087,0,1,33.604,33.604,0,0
1.1664,2.251e-14,3.548e-16,0.0037434,0.0048913,0.76536,0.72026,0,1,33.728,33.728,0,0
1.1664,2.2509e-14,3.5479e-16,0.0038344,0.0048337,0.79327,0.71969,0,1,33.852,33.852,0,0
1.1663,2.2508e-14,3.5476e-16,0.0038802,0.0047167,0.82271,0.71919,0,1,33.976,33.976,0,0
1.1661,2.2505e-14,3.5472e-16,0.0038841,0.0045695,0.85006,0.71879,0,1,34.1,34.1,0,0
1.1659,2.2501e-14,3.5466e-16,0.0038902,0.0044252,0.8792,0.71849,0,1,34.224,34.224,0,0
1.1657,2.2497e-14,3.5459e-16,0.0038798,0.0042669,0.90944,0.71829,0,1,34.348,34.348,0,0
1.1654,2.2492e-14,3.5451e-16,0.0038622,0.0041458,0.93159,0.71808,0,1,34.472,34.472,0,0
1.1652,2.2487e-14,3.5444e-16,0.0038407,0.0041248,0.93113,0.71789,0,1,34.596,34.596,0,0
1.165,2.2482e-14,3.5437e-16,0.0038133,0.0040916,0.93201,0.71771,0,1,34.72,34.72,0,0
1.1648,2.2478e-14,3.543e-16,0.0038046,0.0040583,0.93749,0.71752,0,1,34.844,34.844,0,0
1.1646,2.2475e-14,3.5424e-16,0.0037982,0.0040333,0.94172,0.71733,0,1,34.968,34.968,0,0
1.1644,2.2471e-14,3.5419e-16,0.0038074,0.0040543,0.93911,0.71712,0,1,35.092,35.092,0,0
1.1643,2.2469e-14,3.5415e-16,0.0038087,0.0040536,0.93958,0.71688,0,1,35.216,35.216,0,0
1.1641,2.2466e-14,3.5411e-16,0.0038025,0.0039971,0.95134,0.71663,0,1,35.34,35.34,0,0
1.164,2.2464e-14,3.5408e-16,0.0037808,0.0039589,0.95503,0.71637,0,1,35.464,35.464,0,0
1.1639,2.2462e-14,3.5405e-16,0.0037481,0.0039111,0.95832,0.71612,0,1,35.588,35.588,0,0
1.1638,2.246e-14,3.5402e-16,0.00373,0.0039036,0.95554,0.71589,0,1,35.712,35.712,0,0
1.1637,2.2458e-14,3.5397e-16,0.0037288,0.0039266,0.94962,0.71568,0,1,35.836,35.836,0,0
1.1635,2.2454e-14,3.5392e-16,0.0037183,0.0039157,0.94959,0.71551,0,1,35.96,35.96,0,0
1.1633,2.245e-14,3.5385e-16,0.0036967,0.0039051,0.94665,0.71541,0,1,36.084,36.084,0,0
1.163,2.2444e-14,3.5375e-16,0.003674,0.0038922,0.94396,0.71539,0,1,36.208,36.208,0,0
1.1625,2.2436e-14,3.5363e-16,0.003676,0.00391,0.94017,0.71549,0,1,36.332,36.332,0,0
1.162,2.2425e-14,3.5347e-16,0.0036959,0.0039566,0.93412,0.7157,0,1,36.456,36.456,0,0
1.1614,2.2413e-14,3.5327e-16,0.0037205,0.0039913,0.93216,0.71602,0,1,36.58,36.58,0,0
1.1606,2.2398e-14,3.5304e-16,0.003749,0.0040175,0.93318,0.71649,0,1,36.704,36.704,0,0
1.1597,2.238e-14,3.5275e-16,0.0037818,0.0040646,0.93043,0.71711,0,1,36.828,36.828,0,0
1.1586,2.236e-14,3.5243e-16,0.0038184,0.004097,0.93199,0.71788,0,1,36.952,36.952,0,0
1.1574,2.2336e-14,3.5206e-16,0.0038582,0.0041153,0.93753,0.71882,0,1,37.076,37.076,0,0
1.156,2.2309e-14,3.5164e-16,0.0039004,0.004136,0.94301,0.71992,0,1,37.2,37.2,0,0
1.1545,2.228e-14,3.5117e-16,0.0039435,0.0041594,0.94807,0.72119,0,1,37.324,37.324,0,0
1.1528,2.2247e-14,3.5066e-16,0.0039862,0.0041826,0.95302,0.72261,0,1,37.448,37.448,0,0
1.1509,2.2212e-14,3.501e-16,0.004027,0.0042035,0.95801,0.72416,0,1,37.572,37.572,0,0
1.149,2.2173e-14,3.495e-16,0.0040652,0.0042209,0.96309,0.72585,0,1,37.696,37.696,0,0
1.1468,2.2133e-14,3.4885e-16,0.0041,0.0042343,0.96826,0.72768,0,1,37.82,37.82,0,0
1.1446,2.2089e-14,3.4817e-16,0.0041312,0.0042436,0.9735,0.72963,0,1,37.944,37.944,0,0
1.1422,2.2043e-14,3.4744e-16,0.0041588,0.004249,0.97877,0.7317,0,1,38.068,38.068,0,0
1.1397,2.1995e-14,3.4668e-16,0.0041832,0.0042509,0.98406,0.73389,0,1,38.192,38.192,0,0
1.1371,2.1945e-14,3.459e-16,0.0042047,0.0042501,0.98933,0.73616,0,1,38.316,38.316,0,0
1.1345,2.1894e-14,3.4508e-16,0.0042242,0.0042473,0.99458,0.73852,0,1,38.44,38.44,0,0
1.1317,2.184e-14,3.4425e-16,0.0042424,0.0042434,0.99977,0.74095,0,1,38.564,38.564,0,0
1.1289,2.1786e-14,3.4339e-16,0.0042602,0.0042392,1.005,0.74343,0,1,38.688,38.688,0,0
1.126,2.1731e-14,3.4252e-16,0.0042787,0.0042365,1.01,0.74596,0,1,38.812,38.812,0,0
1.1231,2.1674e-14,3.4163e-16,0.004299,0.004235,1.0151,0.74851,0,1,38.936,38.936,0,0
1.1202,2.1618e-14,3.4074e-16,0.0043225,0.0042378,1.02,0.75107,0,1,39.06,39.06,0,0
1.1172,2.1561e-14,3.3984e-16,0.0043501,0.0042428,1.0253,0.75365,0,1,39.184,39.184,0,0
1.1142,2.1504e-14,3.3894e-16,0.0043834,0.0042543,1.0303,0.75622,0,1,39.308,39.308,0,0
1.1113,2.1446e-14,3.3803e-16,0.0044237,0.0042744,1.0349,0.75878,0,1,39.432,39.432,0,0
1.1083,2.1389e-14,3.3713e-16,0.0044725,0.0042961,1.0411,0.76135,0,1,39.556,39.556,0,0
1.1053,2.1332e-14,3.3623e-16,0.0045349,0.0043375,1.0455,0.76389,0,1,39.68,39.68,0,0
1.1024,2.1275e-14,3.3533e-16,0.0046111,0.0043945,1.0492,0.76641,0,1,39.804,39.804,0,0
1.0994,2.1218e-14,3.3444e-16,0.0047015,0.004452,1.056,0.76892,0,1,39.928,39.928,0,0
1.0965,2.1161e-14,3.3354e-16,0.0048071,0.0045073,1.0664,0.77142,0,1,40.052,40.052,0,0
1.0935,2.1103e-14,3.3263e-16,0.0049333,0.0045791,1.0772,0.77391,0,1,40.176,40.176,0,0
1.0905,2.1045e-14,3.3171e-16,0.0050836,0.0046699,1.0884,0.7764,0,1,40.3,40.3,0,0
1.0874,2.0986e-14,3.3077e-16,0.0052533,0.0047734,1.1003,0.77889,0,1,40.424,40.424,0,0
1.0843,2.0925e-14,3.2983e-16,0.0054427,0.0048895,1.1129,0.78137,0,1,40.548,40.548,0,0
1.0811,2.0864e-14,3.2885e-16,0.0056608,0.0050265,1.1259,0.78383,0,1,40.672,40.672,0,0
1.0778,2.0801e-14,3.2786e-16,0.0059065,0.0051836,1.139,0.78626,0,1,40.796,40.796,0,0
1.0745,2.0736e-14,3.2684e-16,0.0061751,0.0053572,1.1523,0.78868,0,1,40.92,40.92,0,0
1.071,2.067e-14,3.2579e-16,0.0064711,0.0055502,1.1656,0.79109,0,1,41.044,41.044,0,0
1.0674,2.06e-14,3.2469e-16,0.0068069,0.0057709,1.179,0.79348,0,1,41.168,41.168,0,0
1.0637,2.0528e-14,3.2356e-16,0.007169,0.0060099,1.1923,0.79588,0,1,41.292,41.292,0,0
1.0598,2.0454e-14,3.2239e-16,0.0075609,0.0062699,1.2055,0.79826,0,1,41.416,41.416,0,0
1.0557,2.0374e-14,3.2114e-16,0.0080088,0.0065723,1.2179,0.80064,0,1,41.54,41.54,0,0
1.0515,2.0292e-14,3.1984e-16,0.0084885,0.0068982,1.2299,0.80301,0,1,41.664,41.664,0,0
1.047,2.0206e-14,3.1848e-16,0.0090107,0.007255,1.2415,0.80537,0,1,41.788,41.788,0,0
1.0422,2.0113e-14,3.1702e-16,0.0095931,0.0076516,1.253,0.80774,0,1,41.912,41.912,0,0
1.0372,2.0017e-14,3.155e-16,0.010207,0.0080685,1.2644,0.81012,0,1,42.036,42.036,0,0
1.0318,1.9913e-14,3.1387e-16,0.010878,0.008523,1.2756,0.8125,0,1,42.16,42.16,0,0
1.0261,1.9803e-14,3.1213e-16,0.011599,0.0090106,1.2865,0.81487,0,1,42.284,42.284,0,0
1.0202,1.9688e-14,3.1032e-16,0.012349,0.0095178,1.2971,0.81724,0,1,42.408,42.408,0,0
1.0137,1.9562e-14,3.0834e-16,0.013176,0.010078,1.3067,0.81961,0,1,42.532,42.532,0,0
1.0069,1.9432e-14,3.0629e-16,0.014028,0.010656,1.3159,0.82197,0,1,42.656,42.656,0,0
0.9997,1.9293e-14,3.041e-16,0.014932,0.011271,1.3243,0.82434,0,1,42.78,42.78,0,0
0.99206,1.9145e-14,3.0177e-16,0.01588,0.011917,1.332,0.82671,0,1,42.904,42.904,0,0
0.98412,1.8992e-14,2.9935e-16,0.016855,0.012584,1.3391,0.82908,0,1,43.028,43.028,0,0
0.97551,1.8826e-14,2.9674e-16,0.017887,0.013295,1.3449,0.83144,0,1,43.152,43.152,0,0
0.96672,1.8656e-14,2.9406e-16,0.018932,0.014018,1.3503,0.83381,0,1,43.276,43.276,0,0
0.95718,1.8472e-14,2.9116e-16,0.020028,0.014787,1.3541,0.83616,0,1,43.4,43.4,0,0
0.9474,1.8284e-14,2.8818e-16,0.021139,0.015569,1.3576,0.83851,0,1,43.524,43.524,0,0
0.937,1.8083e-14,2.8502e-16,0.022283,0.016382,1.3601,0.84084,0,1,43.648,43.648,0,0
0.92621,1.7875e-14,2.8174e-16,0.023443,0.017212,1.3619,0.84316,0,1,43.772,43.772,0,0
0.91492,1.7657e-14,2.7831e-16,0.024621,0.018065,1.3628,0.84545,0,1,43.896,43.896,0,0
0.90309,1.7429e-14,2.7471e-16,0.025808,0.018937,1.3629,0.84773,0,1,44.02,44.02,0,0
0.89086,1.7192e-14,2.7099e-16,0.027003,0.019823,1.3622,0.84998,0,1,44.144,44.144,0,0
0.87793,1.6943e-14,2.6705e-16,0.028192,0.020723,1.3606,0.85219,0,1,44.268,44.268,0,0
0.86466,1.6687e-14,2.6302e-16,0.029378,0.021629,1.3584,0.85439,0,1,44.392,44.392,0,0
0.85057,1.6415e-14,2.5873e-16,0.030541,0.022542,1.3551,0.85653,0,1,44.516,44.516,0,0
0.83616,1.6137e-14,2.5435e-16,0.031695,0.023459,1.3513,0.85865,0,1,44.64,44.64,0,0
0.82086,1.5842e-14,2.4969e-16,0.032797,0.024364,1.3465,0.8607,0,1,44.764,44.764,0,0
0.80525,1.554e-14,2.4495e-16,0.033881,0.025266,1.3413,0.86272,0,1,44.888,44.888,0,0
0.78874,1.5222e-14,2.3992e-16,0.034897,0.026147,1.3351,0.86466,0,1,45.012,45.012,0,0
0.77189,1.4897e-14,2.348e-16,0.035888,0.027022,1.3285,0.86656,0,1,45.136,45.136,0,0
0.75429,1.4557e-14,2.2944e-16,0.036784,0.027858,1.3209,0.86838,0,1,45.26,45.26,0,0
0.73631,1.421e-14,2.2397e-16,0.037634,0.028676,1.3128,0.87017,0,1,45.384,45.384,0,0
0.7178,1.3853e-14,2.1834e-16,0.038349,0.029418,1.3041,0.87188,0,1,45.508,45.508,0,0
0.6989,1.3488e-14,2.126e-16,0.038967,0.030105,1.2948,0.87354,0,1,45.632,45.632,0,0
0.67967,1.3117e-14,2.0675e-16,0.039447,0.030702,1.2852,0.87516,0,1,45.756,45.756,0,0
0.66002,1.2738e-14,2.0077e-16,0.039757,0.031187,1.2751,0.8767,0,1,45.88,45.88,0,0
0.64023,1.2356e-14,1.9475e-16,0.040008,0.031637,1.2648,0.8782,0,1,46.004,46.004,0,0
0.6201,1.1967e-14,1.8862e-16,0.040101,0.031995,1.2537,0.87959,0,1,46.128,46.128,0,0
0.59996,1.1578e-14,1.825e-16,0.040192,0.032354,1.2424,0.88097,0,1,46.252,46.252,0,0
0.57983,1.119e-14,1.7638e-16,0.04023,0.03273,1.2295,0.88217,0,1,46.376,46.376,0,0
0.5597,1.0802e-14,1.7025e-16,0.040269,0.033106,1.2166,0.88337,0,1,46.5,46.5,0,0
0.54015,1.0424e-14,1.6431e-16,0.040298,0.033549,1.2017,0.88441,0,1,46.624,46.624,0,0
0.52072,1.0049e-14,1.584e-16,0.040325,0.034008,1.1862,0.8854,0,1,46.748,46.748,0,0
0.50202,9.6883e-15,1.5271e-16,0.04028,0.034465,1.1693,0.88629,0,1,46.872,46.872,0,0
0.48398,9.3402e-15,1.4722e-16,0.040168,0.034921,1.1509,0.88709,0,1,46.996,46.996,0,0
0.46628,8.9986e-15,1.4184e-16,0.040002,0.035352,1.1319,0.88785,0,1,47.12,47.12,0,0
0.45011,8.6865e-15,1.3692e-16,0.039594,0.035673,1.1105,0.88847,0,1,47.244,47.244,0,0
0.43393,8.3744e-15,1.32e-16,0.039186,0.035994,1.089,0.88908,0,1,47.368,47.368,0,0
0.41947,8.0952e-15,1.276e-16,0.038563,0.036204,1.0655,0.88957,0,1,47.492,47.492,0,0
0.40543,7.8243e-15,1.2333e-16,0.037887,0.036386,1.0415,0.89003,0,1,47.616,47.616,0,0
0.39221,7.5692e-15,1.1931e-16,0.037131,0.03652,1.0168,0.89046,0,1,47.74,47.74,0,0
0.38037,7.3407e-15,1.157e-16,0.036243,0.036574,0.99103,0.89081,0,1,47.864,47.864,0,0
0.36853,7.1122e-15,1.121e-16,0.035354,0.036628,0.96521,0.89117,0,1,47.988,47.988,0,0
0.35879,6.9241e-15,1.0914e-16,0.034334,0.03657,0.93871,0.89146,0,1,48.112,48.112,0,0
0.34926,6.7403e-15,1.0624e-16,0.0333,0.0365,0.91214,0.89176,0,1,48.236,48.236,0,0
0.34016,6.5647e-15,1.0347e-16,0.032245,0.036404,0.8855,0.89203,0,1,48.36,48.36,0,0
0.33259,6.4186e-15,1.0117e-16,0.031116,0.036218,0.85864,0.89226,0,1,48.484,48.484,0,0
0.32502,6.2725e-15,9.8867e-17,0.029986,0.036031,0.83178,0.89249,0,1,48.608,48.608,0,0
0.31836,6.1439e-15,9.684e-17,0.028841,0.035789,0.80528,0.89269,0,1,48.732,48.732,0,0
0.31251,6.0311e-15,9.5061e-17,0.027683,0.035496,0.7791,0.89286,0,1,48.856,48.856,0,0
0.30666,5.9182e-15,9.3283e-17,0.026524,0.035203,0.75293,0.89303,0,1,48.98,48.98,0,0
0.30199,5.828e-15,9.1861e-17,0.025384,0.03483,0.72788,0.89316,0,1,49.104,49.104,0,0
0.29754,5.7422e-15,9.0509e-17,0.024247,0.034442,0.70305,0.89328,0,1,49.228,49.228,0,0
0.29326,5.6596e-15,8.9206e-17,0.02312,0.034041,0.67849,0.8934,0,1,49.352,49.352,0,0
0.28992,5.5951e-15,8.819e-17,0.022041,0.03357,0.65542,0.89349,0,1,49.476,49.476,0,0
0.28658,5.5306e-15,8.7174e-17,0.020963,0.033099,0.63234,0.89358,0,1,49.6,49.6,0,0
0.28363,5.4738e-15,8.6277e-17,0.019921,0.032594,0.61019,0.89365,0,1,49.724,49.724,0,0
0.28114,5.4257e-15,8.552e-17,0.018921,0.032049,0.5891,0.89372,0,1,49.848,49.848,0,0
0.27865,5.3777e-15,8.4762e-17,0.017922,0.031503,0.56802,0.89378,0,1,49.972,49.972,0,0
0.27666,5.3393e-15,8.4157e-17,0.016991,0.030906,0.54852,0.89382,0,1,50.096,50.096,0,0
0.27482,5.3037e-15,8.3596e-17,0.01608,0.030294,0.5295,0.89386,0,1,50.22,50.22,0,0
0.27302,5.2689e-15,8.3048e-17,0.015177,0.029676,0.51064,0.8939,0,1,50.344,50.344,0,0
0.27165,5.2426e-15,8.2633e-17,0.014358,0.029001,0.49367,0.89392,0,1,50.468,50.468,0,0
0.27029,5.2163e-15,8.2219e-17,0.013538,0.028325,0.4767,0.89394,0,1,50.592,50.592,0,0
0.26907,5.1927e-15,8.1847e-17,0.012753,0.027627,0.46053,0.89395,0,1,50.716,50.716,0,0
0.26806,5.1733e-15,8.1541e-17,0.012022,0.026894,0.44555,0.89396,0,1,50.84,50.84,0,0
0.26705,5.1538e-15,8.1234e-17,0.011291,0.026161,0.43058,0.89396,0,1,50.964,50.964,0,0
0.26623,5.138e-15,8.0984e-17,0.010621,0.025393,0.41696,0.89396,0,1,51.088,51.088,0,0
0.26549,5.1236e-15,8.0757e-17,0.0099759,0.024612,0.4039,0.89395,0,1,51.212,51.212,0,0
0.26474,5.1092e-15,8.0531e-17,0.0093324,0.023829,0.39088,0.89395,0,1,51.336,51.336,0,0
0.26419,5.0985e-15,8.0363e-17,0.0087692,0.023015,0.37961,0.89393,0,1,51.46,51.46,0,0
0.26363,5.0878e-15,8.0194e-17,0.008206,0.022201,0.36834,0.89392,0,1,51.584,51.584,0,0
0.26313,5.078e-15,8.0039e-17,0.0076689,0.021384,0.35762,0.8939,0,1,51.708,51.708,0,0
0.26271,5.07e-15,7.9913e-17,0.0071839,0.020562,0.34799,0.89388,0,1,51.832,51.832,0,0
0.2623,5.062e-15,7.9787e-17,0.006699,0.019739,0.33837,0.89386,0,1,51.956,51.956,0,0
0.26195,5.0553e-15,7.9681e-17,0.0062619,0.018929,0.3297,0.89383,0,1,52.08,52.08,0,0
0.26164,5.0493e-15,7.9587e-17,0.0058511,0.018126,0.32155,0.8938,0,1,52.204,52.204,0,0
0.26133,5.0433e-15,7.9492e-17,0.0054402,0.017322,0.3134,0.89378,0,1,52.328,52.328,0,0
0.26109,5.0387e-15,7.9419e-17,0.0050953,0.016565,0.30649,0.89375,0,1,52.452,52.452,0,0
0.26085,5.0342e-15,7.9348e-17,0.0047534,0.01581,0.29964,0.89372,0,1,52.576,52.576,0,0
0.26063,5.0299e-15,7.9281e-17,0.0044283,0.015073,0.29309,0.89369,0,1,52.7,52.7,0,0
0.26046,5.0265e-15,7.9227e-17,0.004149,0.014389,0.28736,0.89365,0,1,52.824,52.824,0,0
0.26028,5.023e-15,7.9173e-17,0.0038697,0.013704,0.28164,0.89362,0,1,52.948,52.948,0,0
0.26012,5.0201e-15,7.9126e-17,0.0036225,0.013071,0.27643,0.89359,0,1,53.072,53.072,0,0
0.25999,5.0174e-15,7.9084e-17,0.0033984,0.012475,0.27161,0.89355,0,1,53.196,53.196,0,0
0.25985,5.0148e-15,7.9043e-17,0.0031744,0.011879,0.26679,0.89352,0,1,53.32,53.32,0,0
0.25974,5.0127e-15,7.901e-17,0.0029926,0.011368,0.26261,0.89348,0,1,53.444,53.444,0,0
0.25964,5.0107e-15,7.8978e-17,0.0028159,0.010867,0.25851,0.89344,0,1,53.568,53.568,0,0
0.25954,5.0087e-15,7.8947e-17,0.0026472,0.010385,0.25454,0.89341,0,1,53.692,53.692,0,0
0.25946,5.0072e-15,7.8923e-17,0.0025097,0.0099751,0.25108,0.89337,0,1,53.816,53.816,0,0
0.25937,5.0056e-15,7.8898e-17,0.0023723,0.0095652,0.24762,0.89333,0,1,53.94,53.94,0,0
0.2593,5.0042e-15,7.8876e-17,0.0022512,0.0091969,0.24445,0.8933,0,1,54.064,54.064,0,0
0.25924,5.003e-15,7.8857e-17,0.0021454,0.0088676,0.24155,0.89326,0,1,54.188,54.188,0,0
0.25918,5.0018e-15,7.8838e-17,0.0020396,0.0085383,0.23866,0.89322,0,1,54.312,54.312,0,0
0.25913,5.0008e-15,7.8823e-17,0.0019543,0.008266,0.23616,0.89318,0,1,54.436,54.436,0,0
0.25908,4.9999e-15,7.8808e-17,0.0018733,0.0080055,0.23374,0.89314,0,1,54.56,54.56,0,0
0.25903,4.999e-15,7.8794e-17,0.0017949,0.0077529,0.23139,0.89311,0,1,54.684,54.684,0,0
0.25899,4.9983e-15,7.8782e-17,0.001733,0.0075486,0.22938,0.89307,0,1,54.808,54.808,0,0
0.25896,4.9976e-15,7.8771e-17,0.0016711,0.0073442,0.22738,0.89303,0,1,54.932,54.932,0,0
0.25892,4.9969e-15,7.8761e-17,0.0016156,0.00716,0.22553,0.89299,0,1,55.056,55.056,0,0
0.2589,4.9964e-15,7.8752e-17,0.001568,0.0070001,0.22386,0.89295,0,1,55.18,55.18,0,0
0.25887,4.9958e-15,7.8744e-17,0.0015204,0.0068401,0.2222,0.89291,0,1,55.304,55.304,0,0
0.25885,4.9954e-15,7.8737e-17,0.001481,0.0067073,0.22071,0.89287,0,1,55.428,55.428,0,0
0.25883,4.995e-15,7.8731e-17,0.001444,0.0065829,0.21927,0.89283,0,1,55.552,55.552,0,0
0.2588,4.9946e-15,7.8725e-17,0.0014077,0.0064606,0.21784,0.89279,0,1,55.676,55.676,0,0
0.25879,4.9943e-15,7.872e-17,0.0013786,0.0063648,0.21652,0.89275,0,1,55.8,55.8,0,0
0.25878,4.9941e-15,7.8716e-17,0.0013495,0.006269,0.2152,0.89271,0,1,55.924,55.924,0,0
0.25876,4.9938e-15,7.8713e-17,0.0013226,0.0061821,0.21389,0.89267,0,1,56.048,56.048,0,0
0.25876,4.9937e-15,7.871e-17,0.0012992,0.0061094,0.2126,0.89263,0,1,56.172,56.172,0,0
0.25875,4.9935e-15,7.8708e-17,0.0012758,0.0060367,0.2113,0.89259,0,1,56.296,56.296,0,0
0.25874,4.9934e-15,7.8706e-17,0.0012553,0.0059768,0.20998,0.89256,0,1,56.42,56.42,0,0
0.25874,4.9934e-15,7.8706e-17,0.001236,0.0059225,0.20865,0.89252,0,1,56.544,56.544,0,0
0.25874,4.9934e-15,7.8705e-17,0.0012168,0.0058683,0.20733,0.89248,0,1,56.668,56.668,0,0
0.25874,4.9934e-15,7.8706e-17,0.0012005,0.0058281,0.20594,0.89244,0,1,56.792,56.792,0,0
0.25875,4.9935e-15,7.8707e-17,0.0011841,0.005788,0.20456,0.8924,0,1,56.916,56.916,0,0
0.25875,4.9936e-15,7.8708e-17,0.0011685,0.0057512,0.20315,0.89236,0,1,57.04,57.04,0,0
0.25876,4.9937e-15,7.8711e-17,0.0011543,0.0057216,0.20171,0.89232,0,1,57.164,57.164,0,0
0.25877,4.9939e-15,7.8713e-17,0.00114,0.005692,0.20027,0.89228,0,1,57.288,57.288,0,0
0.25878,4.9941e-15,7.8717e-17,0.0011267,0.0056673,0.1988,0.89224,0,1,57.412,57.412,0,0
0.25879,4.9944e-15,7.8721e-17,0.001114,0.0056453,0.19731,0.8922,0,1,57.536,57.536,0,0
0.2588,4.9946e-15,7.8725e-17,0.0011012,0.0056233,0.19582,0.89216,0,1,57.66,57.66,0,0
0.25882,4.995e-15,7.873e-17,0.0010894,0.0056061,0.19431,0.89212,0,1,57.784,57.784,0,0
0.25884,4.9953e-15,7.8736e-17,0.0010776,0.0055892,0.19279,0.89208,0,1,57.908,57.908,0,0
0.25886,4.9957e-15,7.8742e-17,0.0010661,0.0055731,0.19128,0.89204,0,1,58.032,58.032,0,0
0.25888,4.9962e-15,7.8749e-17,0.001055,0.0055594,0.18975,0.892,0,1,58.156,58.156,0,0
0.25891,4.9966e-15,7.8756e-17,0.0010439,0.0055457,0.18823,0.89196,0,1,58.28,58.28,0,0
0.25893,4.9971e-15,7.8764e-17,0.0010331,0.0055329,0.18671,0.89192,0,1,58.404,58.404,0,0
0.25896,4.9977e-15,7.8773e-17,0.0010225,0.0055208,0.1852,0.89189,0,1,58.528,58.528,0,0
